RA,FASE_NUM,TEMPO_PROGRAMA,DEFASAGEM_ANALISE,STATUS_DEFASAGEM_2024,IDA,IEG,IAA_MODELO,IPS,IPP,IPV,INDE_2024,PEDRA_2024,PROB_RISCO_2025,RANK_RISCO_2025,PERCENTIL_RISCO_2025,RANK_RISCO_FASE_2025,PERCENTIL_RISCO_FASE_2025,PRIORIDADE_2025,PERFIL_RADAR,RISCO_OCULTO,PONTO_CEGO,STATUS_MODELO
RA-1478,2,0,0,Sem defasagem,4.25,6.666666667,8.002,6.255,6.875,7.1225,6.7210333334,Ágata,0.7919852661264086,251,76.28,48,74.59,Alta,Risco oculto,True,False,Elegível
RA-1516,3,0,0,Sem defasagem,4.666666666666667,5.404288499000001,9.585,9.38,7.96875,7.5475,7.217066033133334,Ametista,0.7912330460720814,252,76.19,71,66.82,Alta,Risco oculto,True,True,Elegível
RA-763,1,3,-1,Com defasagem,5.25,8.8636363635,9.002,6.26,7.708333333,6.825,6.984760606,Ágata,0.7911148325400414,253,76.09,46,75.68,Alta,Crítico persistente,False,False,Elegível
RA-444,3,3,-1,Com defasagem,3.6666666666666665,6.377276524666667,8.334,2.51,6.25,5.96,5.410188638266668,Quartzo,0.7909873770353885,254,76.0,72,66.35,Alta,Crítico persistente,False,False,Elegível
RA-1473,2,0,-1,Com defasagem,5.25,8.4368530025,9.502,5.625,6.5625,6.415,6.689320600500001,Ágata,0.7909492101369638,255,75.9,49,74.05,Alta,Crítico persistente,False,False,Elegível
RA-1365,0,0,-1,Com defasagem,6.5,9.7916666665,9.002,6.26,6.875,6.99,7.3700333333,Ametista,0.7887482630452459,256,75.81,79,60.2,Alta,Crítico persistente,False,False,Elegível
RA-414,3,3,0,Sem defasagem,6.0,8.429629629666666,7.917,7.51,6.25,5.67,7.187625925933334,Ametista,0.7883270061908024,257,75.71,73,65.88,Alta,Risco oculto,True,True,Elegível
RA-633,3,3,0,Sem defasagem,3.333333333333333,4.707017544,4.584,2.51,6.875,6.1175,5.228470175466667,Quartzo,0.7879308543100141,258,75.62,74,65.4,Alta,Risco oculto,True,False,Elegível
RA-649,3,3,0,Sem defasagem,3.6666666666666665,6.004481792666667,8.751,8.76,8.333333333,7.333333333,6.985329691766667,Ágata,0.7869997240015357,259,75.52,75,64.93,Alta,Risco oculto,True,False,Elegível
RA-669,3,2,0,Sem defasagem,5.333333333333333,4.851851851666666,7.5,7.51,7.291666667,6.883333333,6.6438703703,Ágata,0.7866917536046288,260,75.43,76,64.45,Alta,Risco oculto,True,False,Elegível
RA-1373,0,0,-1,Com defasagem,6.75,8.8804347825,9.502,7.51,7.5,7.5,7.577286956500001,Ametista,0.7864450981218398,261,75.33,80,59.69,Alta,Crítico persistente,False,False,Elegível
RA-352,4,3,1,Sem defasagem,3.1666666666666665,4.453748006333333,8.334,6.26,6.375,6.7925,5.9794829346,Quartzo,0.7859333337787583,262,75.24,8,93.91,Muito alta,Risco oculto,True,False,Elegível
RA-1547,3,0,-1,Com defasagem,6.666666666666667,6.467236467333334,7.917,8.13,7.5,6.335,6.748480626800001,Ágata,0.7851580691009389,263,75.14,77,63.98,Alta,Crítico persistente,False,False,Elegível
RA-878,1,1,-1,Com defasagem,6.75,6.1363636360000005,9.002,4.38,7.1875,6.996666667,6.5335560606000005,Ágata,0.7850136899340293,264,75.05,47,75.14,Alta,Crítico persistente,False,False,Elegível
RA-1504,2,0,-1,Com defasagem,6.75,4.6136363635,7.5,5.63,5.833333333,6.94,6.057060605999999,Ágata,0.7840085021006246,265,74.95,50,73.51,Moderada,Atenção atual,False,False,Elegível
RA-1461,2,0,-1,Com defasagem,2.75,9.273809524,10.002,7.51,7.5,7.33,6.871961904800001,Ágata,0.7832583600536525,266,74.86,51,72.97,Moderada,Atenção atual,False,False,Elegível
RA-304,3,3,-3,Com defasagem,7.166666666666667,7.826890756333333,10.002,7.51,6.875,5.825,6.852411484600001,Ágata,0.7828886365829418,267,74.76,78,63.51,Moderada,Atenção atual,False,False,Elegível
RA-1168,3,1,-1,Com defasagem,5.666666666666667,7.682352941333334,9.585,7.51,7.1875,6.33,6.864053921600001,Ágata,0.7805421528172283,268,74.67,79,63.03,Moderada,Atenção atual,False,False,Elegível
RA-1378,0,0,-1,Com defasagem,6.75,9.2857142855,9.002,8.13,7.5,7.5,7.6703428571,Ametista,0.780244320286648,269,74.57,81,59.18,Moderada,Atenção atual,False,False,Elegível
RA-951,0,1,-1,Com defasagem,4.0,9.0357142855,10.002,2.51,6.25,7.325,6.4483428571,Ágata,0.7793513809489998,270,74.48,82,58.67,Moderada,Atenção atual,False,False,Elegível
RA-1475,2,0,0,Sem defasagem,5.0,8.070175439,9.002,7.51,7.5,6.993333333,7.413901754400001,Ametista,0.7792165883176895,271,74.38,52,72.43,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1364,0,0,-1,Com defasagem,8.75,8.4166666665,8.002,7.51,6.875,6.99,7.570033333300001,Ametista,0.7791746729681028,272,74.29,83,58.16,Moderada,Atenção atual,False,False,Elegível
RA-1118,3,1,0,Sem defasagem,3.8333333333333335,7.846439628666666,7.084,9.38,6.75,6.866,7.0305545924,Ametista,0.777007206394006,273,74.19,80,62.56,Moderada,Estável / menor prioridade,False,False,Elegível
RA-974,0,1,-1,Com defasagem,6.5,9.2826086955,9.502,7.51,7.5,7.5,7.6077217391,Ametista,0.7762864981906961,274,74.1,84,57.65,Moderada,Atenção atual,False,False,Elegível
RA-1481,2,0,-1,Com defasagem,4.75,8.782608695499999,8.502,7.51,6.875,6.8275,6.860721739100001,Ágata,0.7759489998803584,275,74.0,53,71.89,Moderada,Atenção atual,False,False,Elegível
RA-571,2,3,-1,Com defasagem,5.25,8.695652174,7.002,4.375,7.03125,5.8325,6.2964554348,Ágata,0.7741577110479625,276,73.91,54,71.35,Moderada,Atenção atual,False,False,Elegível
RA-1519,3,0,0,Sem defasagem,4.833333333333333,5.560902255666666,9.585,8.755,7.96875,7.5025,7.210222117800001,Ametista,0.7736111528298786,277,73.81,81,62.09,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1228,7,3,0,Sem defasagem,0.0,0.0,8.751,7.51,7.5,7.5,4.8761,Quartzo,0.7723494930093556,278,73.72,1,100.0,Muito alta,Risco oculto,True,False,Elegível
RA-476,3,3,0,Sem defasagem,4.5,6.5964912280000005,7.917,7.51,6.25,6.745,6.7359982456,Ágata,0.7719563965834667,279,73.62,82,61.61,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1316,0,0,-1,Com defasagem,7.75,8.20855615,9.002,7.51,7.5,7.5,7.59291123,Ametista,0.7718056986743618,280,73.53,85,57.14,Moderada,Atenção atual,False,False,Elegível
RA-982,1,1,0,Sem defasagem,8.25,8.365800865499999,10.002,7.51,6.875,6.79,8.119860173100001,Topázio,0.7713675927344121,281,73.43,48,74.59,Moderada,Estável / menor prioridade,False,False,Elegível
RA-867,0,1,-1,Com defasagem,8.5,7.409090909,9.002,7.51,7.5,7.5,7.583018181800001,Ametista,0.7699264247721469,282,73.34,86,56.63,Moderada,Atenção atual,False,False,Elegível
RA-854,1,2,0,Sem defasagem,7.0,10.0,9.502,6.26,5.833333333,6.333333333,7.826199999900001,Ametista,0.7695215246678853,283,73.24,49,74.05,Moderada,Estável / menor prioridade,False,False,Elegível
RA-382,4,3,-1,Com defasagem,3.0,6.324561403666666,9.168,5.63,6.75,6.43,5.805712280733333,Quartzo,0.7694314068972391,284,73.15,9,93.04,Muito alta,Crítico persistente,False,False,Elegível
RA-807,1,2,0,Sem defasagem,7.0,7.857142856999999,9.002,7.51,7.5,7.125,7.797628571400001,Ametista,0.76941363110351,285,73.06,50,73.51,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1556,3,0,0,Sem defasagem,4.0,5.222222222333333,7.917,7.51,7.916666667,7.44,6.666811111166668,Ágata,0.7682053641251677,286,72.96,83,61.14,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1311,0,0,0,Sem defasagem,0.0,9.166666667,9.002,2.51,7.5,8.386666667,6.4118666668,Ágata,0.7679464677956999,287,72.87,87,56.12,Moderada,Estável / menor prioridade,False,False,Elegível
RA-822,1,2,-2,Com defasagem,6.75,4.6245059285,0.0,5.01,6.666666667,6.61,5.2645678524,Quartzo,0.7674197156552289,288,72.77,51,72.97,Moderada,Atenção atual,False,False,Elegível
RA-909,0,1,-2,Com defasagem,8.25,8.1666666665,10.002,7.51,6.875,7.5,7.722033333300001,Ametista,0.7661696076582777,289,72.68,88,55.61,Moderada,Atenção atual,False,False,Elegível
RA-1227,7,3,0,Sem defasagem,0.0,0.0,8.751,7.195,7.5,7.5,4.8446,Quartzo,0.7656097453988046,290,72.58,2,97.3,Muito alta,Risco oculto,True,False,Elegível
RA-1459,2,0,-1,Com defasagem,3.75,8.2976190475,8.002,7.51,7.5,7.273333333,6.665390476100001,Ágata,0.7648623249459915,291,72.49,55,70.81,Moderada,Atenção atual,False,False,Elegível
RA-1139,3,1,1,Sem defasagem,4.666666666666667,6.152715121333333,8.334,7.51,7.5,7.04,6.906276357600001,Ágata,0.763560362295148,292,72.39,84,60.66,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1327,0,0,0,Sem defasagem,7.5,9.3333333335,9.002,7.51,7.8125,7.325,8.264116666700001,Topázio,0.7626962148337878,293,72.3,89,55.1,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1545,3,0,0,Sem defasagem,8.166666666666666,6.210826211,7.501,8.13,6.25,6.165,7.296598575533334,Ametista,0.7621588608049262,294,72.2,85,60.19,Moderada,Estável / menor prioridade,False,False,Elegível
RA-423,3,2,0,Sem defasagem,4.333333333333333,6.501135191,5.833,8.13,6.875,6.8275,6.616193704866666,Ágata,0.7614456561163842,295,72.11,86,59.72,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1340,0,0,0,Sem defasagem,10.0,8.392857143,9.502,7.51,5.625,7.0,8.3422714286,Topázio,0.7608982815217112,296,72.01,90,54.59,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1400,1,0,0,Sem defasagem,7.25,6.6501976285,8.418,7.51,7.5,7.5,7.622839525700001,Ametista,0.7608469564841561,297,71.92,52,72.43,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1424,1,0,-1,Com defasagem,7.25,8.9444444445,9.002,7.51,7.8125,6.915,7.5543388889,Ametista,0.7604833338875293,298,71.82,53,71.89,Moderada,Atenção atual,False,False,Elegível
RA-1449,1,0,-1,Com defasagem,6.75,8.3333333335,7.418,7.51,7.96875,7.04,7.214341666700001,Ametista,0.7602884497519408,299,71.73,54,71.35,Moderada,Atenção atual,False,False,Elegível
RA-433,3,2,0,Sem defasagem,4.833333333333333,8.380952381,7.918,8.13,6.875,6.415,7.218157142866668,Ametista,0.7596748386353939,300,71.63,87,59.24,Moderada,Estável / menor prioridade,False,False,Elegível
RA-517,3,3,0,Sem defasagem,5.0,5.266499582333334,7.5,2.51,6.041666667,6.11,5.880466583166668,Quartzo,0.7592391222653566,301,71.54,88,58.77,Moderada,Estável / menor prioridade,False,False,Elegível
RA-577,2,2,-1,Com defasagem,8.0,5.7660455485,8.502,5.625,6.5625,6.535,6.629159109700001,Ágata,0.7578386043925891,302,71.44,56,70.27,Moderada,Atenção atual,False,False,Elegível
RA-1229,7,3,0,Sem defasagem,0.0,0.0,9.168,6.57,7.5,7.5,4.8238,Quartzo,0.7575855052781638,303,71.35,3,94.59,Muito alta,Risco oculto,True,False,Elegível
RA-455,3,2,0,Sem defasagem,4.5,6.111111111,8.751,8.13,8.333333333,7.276666667,7.098988888900001,Ametista,0.7566536187481101,304,71.25,89,58.29,Moderada,Estável / menor prioridade,False,False,Elegível
RA-704,1,2,-1,Com defasagem,6.5,8.646245059,7.502,5.635,6.458333333,6.616666667,6.8121156785000005,Ágata,0.7563520627764427,305,71.16,55,70.81,Moderada,Atenção atual,False,False,Elegível
RA-624,2,2,0,Sem defasagem,4.0,8.219461698,8.002,7.51,7.916666667,7.213333333,7.229425672900001,Ametista,0.7562173094662801,306,71.06,57,69.73,Moderada,Estável / menor prioridade,False,False,Elegível
RA-534,3,3,0,Sem defasagem,5.0,6.043441938333333,9.585,7.51,7.5,7.103333333,7.088855054266667,Ametista,0.7560030082852289,307,70.97,90,57.82,Moderada,Estável / menor prioridade,False,False,Elegível
RA-680,2,3,-1,Com defasagem,3.0,6.6428571430000005,0.0,5.635,6.666666667,6.606666667,4.9800714287000005,Quartzo,0.755114098039771,308,70.87,58,69.19,Moderada,Atenção atual,False,False,Elegível
RA-1107,3,1,0,Sem defasagem,2.5,6.2,8.751,2.51,7.5,6.785,5.9731,Quartzo,0.7548013853823651,309,70.78,91,57.35,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1230,7,3,0,Sem defasagem,0.0,0.0,7.917,7.195,7.5,7.5,4.7612000000000005,Quartzo,0.754271122406457,310,70.68,4,91.89,Muito alta,Risco oculto,True,False,Elegível
RA-556,3,3,0,Sem defasagem,3.8333333333333335,6.171428571333333,7.083,2.51,6.40625,6.1625,5.833377380933333,Quartzo,0.7535537472462771,311,70.59,92,56.87,Moderada,Estável / menor prioridade,False,False,Elegível
RA-964,1,1,-1,Com defasagem,7.25,8.333333332999999,9.502,7.51,7.96875,7.1675,7.548241666600001,Ametista,0.752943536736868,312,70.49,56,70.27,Moderada,Atenção atual,False,False,Elegível
RA-1387,0,0,-1,Com defasagem,8.0,8.759398496,9.502,7.51,7.5,7.5,7.8030796992,Ametista,0.7526305812842503,313,70.4,91,54.08,Moderada,Atenção atual,False,False,Elegível
RA-153,7,3,2,Sem defasagem,0.0,0.0,8.751,6.5675,7.5,7.5,4.78185,Quartzo,0.7517757008612754,314,70.3,5,89.19,Alta,Risco oculto,True,False,Elegível
RA-246,7,2,2,Sem defasagem,0.0,0.0,8.334,6.57,7.5,7.5,4.7404,Quartzo,0.7513868381743635,315,70.21,6,86.49,Alta,Risco oculto,True,False,Elegível
RA-270,7,3,2,Sem defasagem,0.0,0.0,9.168,6.2575,7.5,7.5,4.79255,Quartzo,0.7506062037428494,316,70.11,7,83.78,Alta,Risco oculto,True,False,Elegível
RA-738,1,2,-1,Com defasagem,7.25,7.292490119,10.002,6.885,6.875,7.39,7.2626980238,Ametista,0.7494494507734653,317,70.02,57,69.73,Moderada,Atenção atual,False,False,Elegível
RA-790,2,2,-1,Com defasagem,6.75,6.811594203,7.502,7.51,7.1875,6.883333333,6.8089355072,Ágata,0.7490352247008676,318,69.92,59,68.65,Moderada,Atenção atual,False,False,Elegível
RA-149,5,2,-2,Com defasagem,3.8333333333333335,4.104378593666667,9.585,6.26,7.34375,6.626,5.7316173854,Quartzo,0.7486864281924674,319,69.83,4,97.0,Muito alta,Crítico persistente,False,False,Elegível
RA-1367,0,0,0,Sem defasagem,8.75,8.3804347825,10.002,7.51,7.5,7.5,8.427286956500001,Topázio,0.748624912976607,320,69.73,92,53.57,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1363,0,0,0,Sem defasagem,6.5,10.0,7.418,5.635,6.875,6.99,7.690800000000001,Ametista,0.7476357400590272,321,69.64,93,53.06,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1411,1,0,-1,Com defasagem,2.75,9.5,9.002,6.26,8.4375,7.835,6.886950000000001,Ágata,0.7471663290747245,322,69.54,58,69.19,Moderada,Atenção atual,False,False,Elegível
RA-1004,0,1,-1,Com defasagem,7.5,9.25,9.502,7.51,7.5,7.5,7.801200000000001,Ametista,0.7464349245791911,323,69.45,94,52.55,Moderada,Atenção atual,False,False,Elegível
RA-929,0,1,-1,Com defasagem,6.75,9.4736842105,9.002,7.51,8.125,7.58,7.7244368421,Ametista,0.7461911093070571,324,69.35,95,52.04,Moderada,Atenção atual,False,False,Elegível
RA-787,0,2,-1,Com defasagem,7.25,9.75,9.002,7.51,7.1875,7.325,7.73495,Ametista,0.745869674966129,325,69.26,96,51.53,Moderada,Atenção atual,False,False,Elegível
RA-604,3,3,1,Sem defasagem,7.0,7.502992776333333,8.334,8.13,6.40625,6.21,7.429623555266667,Ametista,0.7455277669577526,326,69.17,93,56.4,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1077,3,1,0,Sem defasagem,2.0,7.703703703666666,0.0,6.885,6.40625,6.37,5.543865740733334,Quartzo,0.7454691399480463,327,69.07,94,55.92,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1200,5,1,-1,Com defasagem,1.5,7.099419478000001,7.917,6.26,7.5,6.27,5.6415838956,Quartzo,0.745393898250741,328,68.98,5,96.0,Muito alta,Crítico persistente,False,False,Elegível
RA-1500,2,0,0,Sem defasagem,3.5,8.3333333335,9.502,6.885,8.4375,7.556666667,7.360450000100002,Ametista,0.7448707703085259,329,68.88,60,68.11,Moderada,Estável / menor prioridade,False,False,Elegível
RA-842,1,2,-1,Com defasagem,7.5,7.549407115,8.502,6.26,6.875,6.996666667,7.072914756400001,Ametista,0.7445899991470697,330,68.79,59,68.65,Moderada,Atenção atual,False,False,Elegível
RA-874,1,1,-1,Com defasagem,7.75,4.696969697,9.502,6.26,8.75,7.915,7.0235939394,Ametista,0.7437176235656828,331,68.69,60,68.11,Moderada,Atenção atual,False,False,Elegível
RA-667,3,3,0,Sem defasagem,4.666666666666667,7.038986354666666,9.168,7.51,7.75,6.966,7.177130604266668,Ametista,0.7431777774340952,332,68.6,95,55.45,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1577,4,0,-1,Com defasagem,4.333333333333333,4.993386243333333,10.002,7.51,7.34375,7.273333333,6.305585581933334,Ágata,0.742236224526287,333,68.5,10,92.17,Muito alta,Crítico persistente,False,False,Elegível
RA-1613,5,0,-2,Com defasagem,3.0,7.1428571430000005,8.334,7.51,7.291666667,6.216666667,6.085471428700001,Ágata,0.741732438314641,334,68.41,6,95.0,Muito alta,Crítico persistente,False,False,Elegível
RA-470,4,3,0,Sem defasagem,3.333333333333333,8.011695906666667,9.585,7.51,7.03125,6.4975,6.981130848,Ágata,0.7417212850192422,335,68.31,11,91.3,Muito alta,Risco oculto,True,False,Elegível
RA-490,3,2,1,Sem defasagem,6.166666666666667,5.5110047846666665,9.168,8.755,7.8125,7.295,7.368084290266667,Ametista,0.7416484499367212,336,68.22,96,54.98,Moderada,Estável / menor prioridade,False,False,Elegível
RA-978,0,1,-1,Com defasagem,6.5,9.5,9.502,6.26,6.875,7.5,7.4637,Ametista,0.7415293725243745,337,68.12,97,51.02,Moderada,Atenção atual,False,False,Elegível
RA-464,3,2,-1,Com defasagem,4.333333333333333,7.851461988333334,9.168,8.76,7.1875,7.1175,6.872009064333334,Ágata,0.7414940097280052,338,68.03,97,54.5,Moderada,Atenção atual,False,False,Elegível
RA-966,0,1,-2,Com defasagem,9.0,8.568181818,9.502,7.51,8.125,7.335,7.9943363636,Ametista,0.7414838467239472,339,67.93,98,50.51,Moderada,Atenção atual,False,False,Elegível
RA-530,3,3,0,Sem defasagem,4.5,6.468838763666667,8.751,9.38,7.083333333,7.496666667,7.214534419433333,Ametista,0.7409101207648143,340,67.84,98,54.03,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1417,1,0,-1,Com defasagem,9.0,9.337121212,9.002,7.51,6.25,6.5,7.7436242424,Ametista,0.7407977091189265,341,67.74,61,67.57,Moderada,Atenção atual,False,False,Elegível
RA-1407,1,0,-1,Com defasagem,5.75,9.318181818,10.002,7.51,7.8125,7.5,7.546086363600001,Ametista,0.739662814937292,342,67.65,62,67.03,Moderada,Atenção atual,False,False,Elegível
RA-1408,1,0,-1,Com defasagem,6.75,8.409090909,10.002,7.51,8.4375,7.5,7.626768181800001,Ametista,0.7387867813673409,343,67.55,63,66.49,Moderada,Atenção atual,False,False,Elegível
RA-713,2,3,0,Sem defasagem,6.75,7.525879916999999,8.002,7.51,7.03125,6.79,7.467500983400001,Ametista,0.7371558761279116,344,67.46,61,67.57,Moderada,Estável / menor prioridade,False,False,Elegível
RA-769,1,2,-1,Com defasagem,6.0,5.9523809525,10.002,7.51,7.916666667,8.33,7.099342857200002,Ametista,0.7367241713464546,345,67.36,64,65.95,Moderada,Atenção atual,False,False,Elegível
RA-768,1,3,-1,Com defasagem,5.5,7.9841897235,9.002,6.26,8.125,7.495,7.0345379447,Ametista,0.735406073361312,346,67.27,65,65.41,Moderada,Atenção atual,False,False,Elegível
RA-1448,1,0,-2,Com defasagem,6.0,9.5346320345,9.002,7.51,7.5,7.29,7.466126406900001,Ametista,0.7352668858926829,347,67.17,66,64.86,Moderada,Atenção atual,False,False,Elegível
RA-1386,0,0,-1,Com defasagem,7.25,9.761904762,9.002,7.51,7.5,7.5,7.803580952400001,Ametista,0.735034887489708,348,67.08,99,50.0,Moderada,Atenção atual,False,False,Elegível
RA-376,3,3,-1,Com defasagem,2.833333333333333,8.287284610666667,10.002,2.51,6.5625,6.325,5.896573588800001,Quartzo,0.7341824088194544,349,66.98,99,53.55,Moderada,Atenção atual,False,False,Elegível
RA-1514,2,0,0,Sem defasagem,5.5,7.979797980000001,9.002,7.51,7.1875,7.273333333,7.520576262600001,Ametista,0.7337668467770444,350,66.89,62,67.03,Moderada,Estável / menor prioridade,False,False,Elegível
RA-975,0,1,-1,Com defasagem,8.0,7.708333333500001,8.502,5.01,6.875,7.33,7.1463666667000005,Ametista,0.7327342434394158,351,66.79,100,49.49,Moderada,Atenção atual,False,False,Elegível
RA-700,1,2,-1,Com defasagem,5.25,9.564393939,8.502,5.635,7.291666667,7.0,7.005745454500001,Ametista,0.7326957763384159,352,66.7,67,64.32,Moderada,Atenção atual,False,False,Elegível
RA-979,0,1,-1,Com defasagem,8.25,9.5227272725,9.502,7.51,8.125,7.335,8.0352454545,Topázio,0.7324995842769028,353,66.6,101,48.98,Moderada,Atenção atual,False,False,Elegível
RA-1474,2,0,0,Sem defasagem,7.5,7.960662526,8.002,5.625,6.71875,6.2875,7.384207505200001,Ametista,0.7317685815506508,354,66.51,63,66.49,Moderada,Estável / menor prioridade,False,False,Elegível
RA-937,0,1,-1,Com defasagem,7.5,10.0,10.002,9.38,8.75,7.83,8.3792,Topázio,0.7300521449389802,355,66.41,102,48.47,Moderada,Atenção atual,False,False,Elegível
RA-944,0,1,-2,Com defasagem,9.0,7.25,9.002,7.51,8.75,7.75,7.8262,Ametista,0.7295375887105511,356,66.32,103,47.96,Moderada,Atenção atual,False,False,Elegível
RA-1480,2,0,-1,Com defasagem,5.5,8.875,8.502,7.51,7.1875,6.9975,7.09445,Ametista,0.7289150864024995,357,66.22,64,65.95,Moderada,Atenção atual,False,False,Elegível
RA-618,3,3,-2,Com defasagem,4.166666666666667,8.324074074,10.002,6.88,6.666666667,6.826666667,6.718348148233334,Ágata,0.7287763663618392,358,66.13,100,53.08,Moderada,Atenção atual,False,False,Elegível
RA-1370,0,0,-1,Com defasagem,9.0,8.722222222,10.002,7.51,7.5,7.5,8.0456444444,Topázio,0.7283614257419586,359,66.03,104,47.45,Moderada,Atenção atual,False,False,Elegível
RA-1607,5,0,-1,Com defasagem,0.0,6.222222222333333,5.833,5.635,6.5625,6.762,4.899894444466667,Quartzo,0.7259539034089548,360,65.94,7,94.0,Muito alta,Crítico persistente,False,False,Elegível
RA-880,0,1,-1,Com defasagem,6.5,8.445652174,9.502,2.51,7.1875,7.22,6.853080434800001,Ágata,0.725758135798913,361,65.84,105,46.94,Moderada,Atenção atual,False,False,Elegível
RA-1502,2,0,-1,Com defasagem,5.25,7.628205128,8.002,7.51,7.8125,7.39,6.886091025600001,Ágata,0.7254454867307039,362,65.75,65,65.41,Moderada,Atenção atual,False,False,Elegível
RA-528,3,3,0,Sem defasagem,6.666666666666667,5.793483709333334,9.168,7.51,7.291666667,6.936666667,7.276330075300001,Ametista,0.7246565350483768,363,65.65,101,52.61,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1172,5,1,-1,Com defasagem,3.333333333333333,6.0634920633333325,7.5,6.26,7.25,6.196,5.719565079333334,Quartzo,0.7244994418568034,364,65.56,8,93.0,Muito alta,Crítico persistente,False,False,Elegível
RA-1418,1,0,-1,Com defasagem,8.25,9.128787879,8.502,7.51,7.916666667,6.833333333,7.7352909091000015,Ametista,0.7243402659556868,365,65.46,68,63.78,Moderada,Atenção atual,False,False,Elegível
RA-684,1,2,0,Sem defasagem,4.25,9.090909091,10.002,7.51,7.5,8.0,7.769381818200001,Ametista,0.7241302190023864,366,65.37,69,63.24,Moderada,Estável / menor prioridade,False,False,Elegível
RA-570,2,3,-1,Com defasagem,6.75,8.0020703935,8.002,5.625,7.1875,6.4075,6.8133640787,Ágata,0.7233721275429216,367,65.28,66,64.86,Moderada,Atenção atual,False,False,Elegível
RA-698,2,3,0,Sem defasagem,4.5,8.3214285715,9.002,6.88,7.291666667,7.273333333,7.3363190476,Ametista,0.7231077491314186,368,65.18,67,64.32,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1455,2,0,-1,Com defasagem,3.5,7.777777778,8.002,7.51,7.708333333,7.833333333,6.6442555555,Ágata,0.7230897805170011,369,65.09,68,63.78,Moderada,Atenção atual,False,False,Elegível
RA-1320,0,0,-1,Com defasagem,8.25,9.1666666665,9.002,7.51,7.5,7.5,7.8845333333,Ametista,0.7228233333165481,370,64.99,106,46.43,Moderada,Atenção atual,False,False,Elegível
RA-980,1,1,0,Sem defasagem,6.25,9.058441558,9.002,7.51,7.5,7.4175,7.946388311600001,Ametista,0.7222766392502638,371,64.9,70,62.7,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1312,0,0,-1,Com defasagem,6.5,8.333333333,10.002,7.51,6.25,8.336666667,7.510200000000001,Ametista,0.7210632620966093,372,64.8,107,45.92,Moderada,Atenção atual,False,False,Elegível
RA-623,3,2,-1,Com defasagem,4.0,7.399999999999999,8.334,6.885,6.458333333,7.05,6.357733333300001,Ágata,0.7207082778791304,373,64.71,102,52.13,Moderada,Atenção atual,False,False,Elegível
RA-1003,0,1,-1,Com defasagem,8.25,8.6944444445,8.002,7.51,6.875,7.5,7.627588888900001,Ametista,0.7193903488769581,374,64.61,108,45.41,Moderada,Atenção atual,False,False,Elegível
RA-1382,0,0,-1,Com defasagem,7.5,9.761904762,8.502,7.51,7.8125,7.5,7.834830952400001,Ametista,0.7191901599908523,375,64.52,109,44.9,Moderada,Atenção atual,False,False,Elegível
RA-710,2,3,-1,Com defasagem,6.75,8.170995671,9.168,5.625,7.65625,6.5375,7.0366241342,Ametista,0.7179729112869522,376,64.42,69,63.24,Moderada,Atenção atual,False,False,Elegível
RA-1451,1,0,-1,Com defasagem,6.0,8.8095238095,10.002,7.51,7.96875,7.7525,7.560479761900002,Ametista,0.7177626857542333,377,64.33,71,62.16,Moderada,Atenção atual,False,False,Elegível
RA-830,1,2,-1,Com defasagem,6.75,7.619047619,9.002,5.63,8.333333333,7.335,7.1373428571,Ametista,0.7172141917941609,378,64.23,72,61.62,Moderada,Atenção atual,False,False,Elegível
RA-1317,0,0,-1,Com defasagem,10.0,7.0721925135,7.502,7.51,7.5,7.5,7.665638502700001,Ametista,0.7172041756071498,379,64.14,110,44.39,Moderada,Atenção atual,False,False,Elegível
RA-663,2,2,-1,Com defasagem,6.5,7.0910973085,8.502,5.625,6.875,6.89,6.696419461700001,Ágata,0.7167347376006968,380,64.04,70,62.7,Moderada,Atenção atual,False,False,Elegível
RA-1277,0,0,0,Sem defasagem,8.0,9.0833333335,10.002,3.76,7.5,7.046666667,7.952200000100001,Ametista,0.7167290825812305,381,63.95,111,43.88,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1076,3,3,0,Sem defasagem,6.333333333333333,7.777033492666668,8.334,8.125,7.03125,6.5425,7.479598365200001,Ametista,0.7162340079652251,382,63.85,103,51.66,Moderada,Estável / menor prioridade,False,False,Elegível
