RA,FASE_NUM,TEMPO_PROGRAMA,DEFASAGEM_ANALISE,STATUS_DEFASAGEM_2024,IDA,IEG,IAA_MODELO,IPS,IPP,IPV,INDE_2024,PEDRA_2024,PROB_RISCO_2025,RANK_RISCO_2025,PERCENTIL_RISCO_2025,RANK_RISCO_FASE_2025,PERCENTIL_RISCO_FASE_2025,PRIORIDADE_2025,PERFIL_RADAR,RISCO_OCULTO,PONTO_CEGO,STATUS_MODELO
RA-1472,2,2,0,Sem defasagem,8.75,10.0,8.502,7.51,7.96875,8.1275,8.773575000000001,Topázio,0.3663171987216392,825,21.82,162,12.97,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-781,2,3,0,Sem defasagem,7.25,9.75,8.002,7.51,8.4375,8.506666667,8.496283333400001,Topázio,0.36480119188411103,826,21.73,163,12.43,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1575,4,0,-1,Com defasagem,5.333333333333333,8.624338624,9.168,6.885,7.65625,8.28,7.318459391466667,Ametista,0.36476576531716326,827,21.63,57,51.3,Moderada,Atenção atual,False,False,Elegível
RA-1012,0,1,-1,Com defasagem,9.75,9.523809524,9.502,2.51,8.125,8.443333333,8.057128571400002,Topázio,0.36411461248839794,828,21.54,193,2.04,Reduzida,Atenção atual,False,False,Elegível
RA-315,4,2,-1,Com defasagem,6.833333333333333,5.918518518666667,0.0,7.51,7.5,7.6275,6.0768703704,Ágata,0.36216505647947256,829,21.44,58,50.43,Moderada,Atenção atual,False,False,Elegível
RA-1121,3,1,0,Sem defasagem,6.666666666666667,10.0,9.585,7.51,7.083333333,8.28,8.407166666633334,Topázio,0.3616807278699678,830,21.35,185,12.8,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1157,3,1,-1,Com defasagem,7.0,9.082539682666663,9.585,7.51,7.96875,8.466,7.916082936533334,Ametista,0.3598296028771062,831,21.25,186,12.32,Reduzida,Atenção atual,False,False,Elegível
RA-1114,3,1,0,Sem defasagem,5.0,9.533333333333331,8.751,2.51,8.375,7.836,7.437466666666667,Ametista,0.3589023675577407,832,21.16,187,11.85,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-718,2,2,1,Sem defasagem,9.5,9.5138888885,10.002,5.635,7.5,7.946666667,8.705811111100001,Topázio,0.3575821642121083,833,21.06,164,11.89,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1584,4,0,-1,Com defasagem,5.5,9.153439153333332,8.334,7.51,7.8125,8.1675,7.429837830666667,Ametista,0.3555302408330644,834,20.97,59,49.57,Reduzida,Atenção atual,False,False,Elegível
RA-1220,6,1,-1,Com defasagem,7.666666666666667,8.555555555666666,7.083,6.885,7.5,6.26,7.143244444466667,Ametista,0.35202967449163497,835,20.87,4,88.0,Alta,Crítico persistente,False,False,Elegível
RA-426,4,2,-1,Com defasagem,4.833333333333333,7.905056759666666,7.917,4.38,7.65625,8.0,6.6430030186,Ágata,0.35158615727445175,836,20.78,60,48.7,Reduzida,Atenção atual,False,False,Elegível
RA-1020,1,1,0,Sem defasagem,9.0,9.7727272725,9.002,6.88,8.4375,8.84,8.9544954545,Topázio,0.3483563651381591,837,20.68,178,4.32,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-730,2,3,0,Sem defasagem,9.5,7.152777778,8.002,6.885,9.166666667,8.666666667,8.469255555700002,Topázio,0.34491808081628156,838,20.59,165,11.35,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1463,2,0,0,Sem defasagem,10.0,9.722222222,8.502,7.51,9.0625,8.113333333,9.074561111,Topázio,0.34435236567069927,839,20.49,166,10.81,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-513,3,3,1,Sem defasagem,7.666666666666667,8.831746031666666,10.002,8.135,9.0625,8.545,8.728632539666668,Topázio,0.3440331676856069,840,20.4,188,11.37,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-588,3,3,1,Sem defasagem,7.833333333333333,9.833333333333334,9.168,7.51,8.75,8.0,8.676133333333334,Topázio,0.3438029301788843,841,20.3,189,10.9,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-160,5,3,-1,Com defasagem,5.666666666666667,7.416666666666667,8.334,6.26,7.34375,7.723333333,6.855108333266668,Ágata,0.3436802420354512,842,20.21,44,57.0,Moderada,Atenção atual,False,False,Elegível
RA-319,5,2,0,Sem defasagem,5.833333333333333,9.024122807,9.585,7.51,7.34375,7.666666667,7.948699561466667,Ametista,0.3407397808787848,843,20.11,45,56.0,Moderada,Estável / menor prioridade,False,False,Elegível
RA-745,2,3,0,Sem defasagem,8.5,10.0,9.002,6.26,7.5,8.17,8.6102,Topázio,0.33748187455779655,844,20.02,167,10.27,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-147,5,2,-1,Com defasagem,6.166666666666667,9.277056277,8.334,7.51,7.5,7.386666667,7.400477922133334,Ametista,0.336790761650721,845,19.92,46,55.0,Moderada,Atenção atual,False,False,Elegível
RA-121,5,3,-2,Com defasagem,8.833333333333334,8.152958153,8.751,6.26,7.25,6.764,7.476158297266668,Ametista,0.33669879688479704,846,19.83,47,54.0,Moderada,Atenção atual,False,False,Elegível
RA-220,5,2,0,Sem defasagem,6.833333333333333,8.198051948,8.751,6.26,7.25,7.332,7.6987770562666675,Ametista,0.33648948863356615,847,19.73,48,53.0,Moderada,Estável / menor prioridade,False,False,Elegível
RA-332,4,3,-1,Com defasagem,7.0,7.605358505000001,9.585,9.38,8.625,8.706,8.421271701,Topázio,0.3364794897248535,848,19.64,61,47.83,Reduzida,Atenção atual,False,False,Elegível
RA-1188,5,1,-1,Com defasagem,7.0,10.0,9.168,7.51,8.125,7.106666667,7.801633333400001,Ametista,0.3357876986747698,849,19.54,49,52.0,Moderada,Atenção atual,False,False,Elegível
RA-586,3,3,1,Sem defasagem,8.5,9.241269841333333,9.168,7.51,8.75,8.056666667,8.702387301666668,Topázio,0.33445249737301463,850,19.45,190,10.43,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-721,2,3,0,Sem defasagem,8.25,9.5445134575,9.002,8.135,8.75,8.755,8.8986026915,Topázio,0.3326840455588633,851,19.35,168,9.73,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1131,3,1,0,Sem defasagem,8.333333333333334,9.277777777666666,8.334,6.255,7.291666667,7.893333333,8.2889555555,Topázio,0.32780372876801905,852,19.26,191,9.95,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-339,4,3,1,Sem defasagem,8.166666666666666,7.155537064000001,7.5,5.635,8.0,7.668,7.711540746133334,Ametista,0.32294721217177363,853,19.17,62,46.96,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-733,1,2,-1,Com defasagem,9.25,10.0,10.002,7.51,8.90625,9.085,8.808825,Topázio,0.32193921357951427,854,19.07,179,3.78,Reduzida,Atenção atual,False,False,Elegível
RA-199,4,2,-1,Com defasagem,7.166666666666667,7.554824561666667,8.334,6.88,8.125,8.206,7.419398245666667,Ametista,0.32191360368605154,855,18.98,63,46.09,Reduzida,Atenção atual,False,False,Elegível
RA-952,1,1,0,Sem defasagem,8.5,9.545454545,9.502,6.26,8.333333333,9.175,8.853624242300002,Topázio,0.32067970809836527,856,18.88,180,3.24,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1344,0,0,0,Sem defasagem,10.0,10.0,8.502,7.51,8.75,9.425,9.3612,Topázio,0.3193622712433667,857,18.79,194,1.53,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-670,3,2,1,Sem defasagem,8.666666666666666,9.441269841333334,9.585,7.51,8.958333333,8.166666667,8.8602539683,Topázio,0.3179119580269747,858,18.69,192,9.48,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-383,4,3,1,Sem defasagem,5.833333333333333,8.600288600333334,9.168,7.51,7.875,8.47,8.036024386733335,Topázio,0.3170106701877261,859,18.6,64,45.22,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-829,2,2,1,Sem defasagem,8.0,9.75,9.502,9.38,8.90625,9.215,9.171825000000002,Topázio,0.31682450205597734,860,18.5,169,9.19,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1578,4,0,1,Sem defasagem,7.333333333333333,6.761695906666667,8.334,7.51,7.5,8.636,7.880605848,Ametista,0.31655770557934026,861,18.41,65,44.35,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1064,2,1,0,Sem defasagem,8.5,9.7368421055,9.502,7.51,8.75,8.783333333,8.9802350877,Topázio,0.31594857693527323,862,18.31,170,8.65,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-239,4,3,-3,Com defasagem,6.666666666666667,6.361737677333333,8.751,5.635,7.875,8.502,6.782180868800001,Ágata,0.31465683690547136,863,18.22,66,43.48,Reduzida,Atenção atual,False,False,Elegível
RA-1537,3,0,-1,Com defasagem,8.666666666666666,8.33064949,9.168,8.135,8.125,8.67,8.176263231333333,Topázio,0.3142878955298624,864,18.12,193,9.0,Reduzida,Atenção atual,False,False,Elegível
RA-123,6,3,-1,Com defasagem,7.166666666666667,8.412698412666666,7.5,5.635,6.71875,6.43,6.887248015866668,Ágata,0.31342764627690645,865,18.03,5,84.0,Alta,Crítico persistente,False,False,Elegível
RA-1068,2,1,0,Sem defasagem,9.5,9.068181818,9.502,7.51,8.541666667,8.73,9.0150030303,Topázio,0.31284462090541904,866,17.93,171,8.11,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1024,1,1,-1,Com defasagem,10.0,10.0,8.002,7.51,8.4375,8.783333333,8.6516166666,Topázio,0.30988177570162995,867,17.84,181,2.7,Reduzida,Atenção atual,False,False,Elegível
RA-651,3,2,1,Sem defasagem,7.5,10.0,9.168,7.51,8.541666667,8.336666667,8.689300000100001,Topázio,0.30874174087696604,868,17.74,194,8.53,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-450,4,3,-1,Com defasagem,7.5,8.954191033333332,8.751,5.63,7.8125,7.58,7.526188206666666,Ametista,0.30872883425414643,869,17.65,67,42.61,Reduzida,Atenção atual,False,False,Elegível
RA-467,4,2,0,Sem defasagem,6.833333333333333,9.140350877333333,7.917,5.01,7.34375,7.54,7.729811842133333,Ametista,0.30809179968523304,870,17.55,68,41.74,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-308,5,3,1,Sem defasagem,6.5,8.714912280666667,7.083,5.635,7.5,7.1225,7.489282456133334,Ametista,0.3076412319567313,871,17.46,50,51.0,Moderada,Estável / menor prioridade,False,False,Elegível
RA-92,7,3,0,Sem defasagem,7.5,8.769145085,10.002,7.51,7.8125,6.33,8.052279017,Topázio,0.30637651010341194,872,17.36,9,78.38,Alta,Risco oculto,True,True,Elegível
RA-217,5,3,-1,Com defasagem,7.833333333333333,8.917748917666666,8.334,6.26,7.125,6.994,7.4209164502,Ametista,0.3047181219914438,873,17.27,51,50.0,Moderada,Atenção atual,False,False,Elegível
RA-539,3,2,0,Sem defasagem,5.833333333333333,9.233333333333333,10.002,7.51,8.75,9.13,8.465533333333335,Topázio,0.30451720225514894,874,17.17,195,8.06,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1566,4,0,-2,Com defasagem,6.5,9.247219355666669,9.168,7.51,7.75,8.335,7.759243871133334,Ametista,0.30427831821531665,875,17.08,69,40.87,Reduzida,Atenção atual,False,False,Elegível
RA-313,4,2,-1,Com defasagem,4.833333333333333,9.666666666666666,8.751,5.63,7.8125,8.1675,7.25285,Ametista,0.30415249008384276,876,16.98,70,40.0,Reduzida,Atenção atual,False,False,Elegível
RA-755,1,2,-1,Com defasagem,9.75,10.0,10.002,7.51,9.0625,9.09,8.925450000000001,Topázio,0.30295375879726805,877,16.89,182,2.16,Reduzida,Atenção atual,False,False,Elegível
RA-471,4,3,0,Sem defasagem,5.5,7.027568922333333,0.0,7.51,7.708333333,8.0425,6.635847117766667,Ágata,0.3026993151626787,878,16.79,71,39.13,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1601,5,0,-1,Com defasagem,6.5,7.0,8.751,7.51,7.5,8.335,7.2431,Ametista,0.3025286587259567,879,16.7,52,49.0,Reduzida,Atenção atual,False,False,Elegível
RA-384,4,3,0,Sem defasagem,7.5,8.607503607333333,7.5,7.51,7.625,7.936,8.072200721466668,Topázio,0.30223968393638495,880,16.6,72,38.26,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-602,3,3,0,Sem defasagem,7.333333333333333,9.670588235333334,9.585,7.51,8.28125,8.545,8.647409313733334,Topázio,0.29985647535598847,881,16.51,196,7.58,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1563,4,0,-1,Com defasagem,7.0,8.305555555666666,8.751,7.51,7.25,8.46,7.604211111133335,Ametista,0.2991813993334657,882,16.41,73,37.39,Reduzida,Atenção atual,False,False,Elegível
RA-1599,5,0,-2,Com defasagem,6.5,9.666666666666666,8.334,7.51,7.75,7.566,7.6059333333333345,Ametista,0.2968176850910425,883,16.32,53,48.0,Reduzida,Atenção atual,False,False,Elegível
RA-457,4,2,1,Sem defasagem,8.666666666666666,8.743961352333335,8.334,7.51,9.6875,7.77,8.5892756038,Topázio,0.2965777122526203,884,16.22,74,36.52,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-576,2,2,0,Sem defasagem,9.25,10.0,8.502,7.51,7.8125,8.4975,8.93195,Topázio,0.29541568836736126,885,16.13,172,7.57,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-57,7,3,0,Sem defasagem,6.166666666666667,6.010860484333333,9.585,6.88,8.59375,7.39,7.419380430199999,Ametista,0.2953396208507994,886,16.03,10,75.68,Alta,Risco oculto,True,True,Elegível
RA-1568,4,0,-1,Com defasagem,8.166666666666666,7.493464052333334,9.168,7.51,8.0,8.5025,7.8003261438,Ametista,0.2894887925627536,887,15.94,75,35.65,Reduzida,Atenção atual,False,False,Elegível
RA-861,0,1,-1,Com defasagem,10.0,10.0,9.502,7.51,8.125,9.73,8.959700000000002,Topázio,0.2879462065159546,888,15.84,195,1.02,Reduzida,Atenção atual,False,False,Elegível
RA-1629,6,0,-1,Com defasagem,7.25,8.645502645666667,9.585,7.51,7.1875,7.266,7.560550529133334,Ametista,0.28768641468601386,889,15.75,6,80.0,Alta,Crítico persistente,False,False,Elegível
RA-1149,4,1,-1,Com defasagem,6.0,10.0,8.334,10.0,8.625,8.706,8.1371,Topázio,0.28767474472155036,890,15.65,76,34.78,Reduzida,Atenção atual,False,False,Elegível
RA-346,3,2,0,Sem defasagem,6.166666666666667,9.149206349333332,10.002,2.51,7.96875,8.2525,7.761749603200001,Ametista,0.287012098156563,891,15.56,197,7.11,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1439,1,0,-1,Com defasagem,8.5,10.0,7.502,7.51,9.375,9.345,8.507700000000002,Topázio,0.2866278502416832,892,15.46,183,1.62,Reduzida,Atenção atual,False,False,Elegível
RA-1171,4,1,-1,Com defasagem,7.5,7.230158729999999,8.334,7.51,8.645833333,8.643333333,7.6236817459,Ametista,0.2855921411045835,893,15.37,77,33.91,Reduzida,Atenção atual,False,False,Elegível
RA-1065,2,1,0,Sem defasagem,9.25,8.8152173915,9.502,6.26,9.0625,8.84,8.8634934783,Topázio,0.28520178047369016,894,15.28,173,7.03,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-347,4,3,1,Sem defasagem,7.666666666666667,9.673046252,8.751,6.885,8.0,7.766,8.384742583733333,Topázio,0.28229708831592876,895,15.18,78,33.04,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-301,4,3,0,Sem defasagem,9.0,7.494736842333332,9.168,7.51,8.020833333,8.21,8.410830701766667,Topázio,0.28096807053870865,896,15.09,79,32.17,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-834,2,2,0,Sem defasagem,8.75,9.109730849,8.002,6.26,7.708333333,8.723333333,8.513646169700001,Topázio,0.27819614553076494,897,14.99,174,6.49,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-204,4,3,0,Sem defasagem,7.5,6.827094474333333,9.168,6.26,7.125,8.5875,7.838218894866668,Ametista,0.27817581177741535,898,14.9,80,31.3,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1093,3,1,0,Sem defasagem,8.666666666666666,7.722222222333333,7.5,8.13,8.90625,8.8825,8.5079027778,Topázio,0.27722276161810033,899,14.8,198,6.64,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-338,4,3,0,Sem defasagem,6.833333333333333,7.441643324,9.168,7.51,7.625,8.8375,8.052795331466667,Topázio,0.2766926091881447,900,14.71,81,30.43,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1533,3,0,0,Sem defasagem,9.5,9.710144927666668,9.168,8.135,8.5,8.3375,9.089828985533336,Topázio,0.276515079901897,901,14.61,199,6.16,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1434,1,0,-1,Com defasagem,9.0,7.9813664595,8.502,6.26,9.53125,9.76,8.2775982919,Topázio,0.2750010310938723,902,14.52,184,1.08,Reduzida,Atenção atual,False,False,Elegível
RA-610,3,2,1,Sem defasagem,6.333333333333333,9.694444444333334,9.585,3.76,6.875,8.336666667,7.894888888933334,Ametista,0.2744764839431199,903,14.42,200,5.69,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-283,4,3,-2,Com defasagem,8.0,9.761904762,8.751,6.885,7.8125,7.736,7.9444309524,Ametista,0.2715085762958652,904,14.33,82,29.57,Reduzida,Atenção atual,False,False,Elegível
RA-1184,5,1,-1,Com defasagem,7.666666666666667,8.658008657666668,6.666,7.51,7.291666667,7.5,7.411701731566668,Ametista,0.2712661511109332,905,14.23,54,47.0,Reduzida,Atenção atual,False,False,Elegível
RA-412,4,3,0,Sem defasagem,7.333333333333333,8.456140351,8.334,6.26,8.020833333,8.125,8.044378070166667,Topázio,0.2709980848093705,906,14.14,83,28.7,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1476,2,0,0,Sem defasagem,8.5,10.0,9.502,5.635,8.4375,8.7525,8.80795,Topázio,0.26934573116942856,907,14.04,175,5.95,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-785,2,2,0,Sem defasagem,9.0,10.0,9.502,7.51,8.75,8.893333333,9.1548666666,Topázio,0.26805217629634615,908,13.95,176,5.41,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1061,2,1,0,Sem defasagem,8.5,10.0,8.502,6.26,8.4375,8.73,8.76595,Topázio,0.2666769271182125,909,13.85,177,4.86,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1570,4,0,-1,Com defasagem,8.333333333333334,7.542087542,9.585,7.51,7.75,8.6725,7.894084175066667,Ametista,0.26649496200853534,910,13.76,84,27.83,Reduzida,Atenção atual,False,False,Elegível
RA-1609,5,0,-2,Com defasagem,6.0,9.666666666666666,8.334,7.51,7.708333333,7.943333333,7.577233333233334,Ametista,0.2654301681955446,911,13.66,55,46.0,Reduzida,Atenção atual,False,False,Elegível
RA-143,7,3,2,Sem defasagem,2.6333333333333333,9.92,10.002,6.885,7.5,7.5,7.449366666666667,Ametista,0.2651871120231993,912,13.57,11,72.97,Moderada,Estável / menor prioridade,False,False,Elegível
RA-85,5,2,-2,Com defasagem,7.666666666666667,8.668046928999999,8.334,3.755,6.25,6.993333333,6.999509385733333,Ágata,0.2643342448655554,913,13.47,56,45.0,Reduzida,Atenção atual,False,False,Elegível
RA-1574,4,0,-1,Com defasagem,7.333333333333333,8.399470899666667,8.751,7.51,7.8125,8.616666667,7.777244180000001,Ametista,0.26404401110247194,914,13.38,85,26.96,Reduzida,Atenção atual,False,False,Elegível
RA-688,2,2,0,Sem defasagem,7.5,10.0,9.502,8.13,8.333333333,9.45,8.986533333300002,Topázio,0.2632317496392228,915,13.28,178,4.32,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-456,3,2,0,Sem defasagem,6.5,9.382456140333334,7.083,7.51,9.166666667,8.893333333,8.331124561366668,Topázio,0.2624385634309655,916,13.19,201,5.21,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1523,3,0,1,Sem defasagem,8.166666666666666,9.283272283333334,6.666,8.755,8.90625,8.755,8.67371279,Topázio,0.26215967970944654,917,13.09,202,4.74,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-179,4,2,1,Sem defasagem,8.166666666666666,9.407894737,9.168,9.38,8.75,8.44,8.932712280733334,Topázio,0.26125102341945955,918,13.0,86,26.09,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1602,5,0,0,Sem defasagem,7.166666666666667,8.782407407333332,7.917,7.51,7.34375,7.875,8.041889814800001,Topázio,0.26058834330573155,919,12.9,57,44.0,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-202,5,3,-1,Com defasagem,7.5,7.880952381,8.334,6.26,7.65625,7.75,7.3512154762,Ametista,0.2571015255616122,920,12.81,58,43.0,Reduzida,Atenção atual,False,False,Elegível
RA-170,4,3,-1,Com defasagem,8.0,8.5,9.168,5.635,7.604166667,8.028333333,7.646383333300001,Ametista,0.2568040400588226,921,12.71,87,25.22,Reduzida,Atenção atual,False,False,Elegível
RA-211,5,3,0,Sem defasagem,7.0,9.379509379666668,9.585,7.51,7.25,7.866,8.283601875933334,Topázio,0.25360349044500674,922,12.62,59,42.0,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1303,0,0,0,Sem defasagem,10.0,10.0,10.002,2.51,7.5,9.17,8.8352,Topázio,0.2526542680350791,923,12.52,196,0.51,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1567,4,0,-2,Com defasagem,8.166666666666666,8.771043771,8.334,7.51,7.75,8.335,7.913942087533334,Ametista,0.2523128926764323,924,12.43,88,24.35,Reduzida,Atenção atual,False,False,Elegível
RA-1166,4,1,-1,Com defasagem,6.333333333333333,8.498245614,8.334,6.26,8.020833333,8.625,7.452799122766667,Ametista,0.2519366715028511,925,12.33,89,23.48,Reduzida,Atenção atual,False,False,Elegível
RA-1195,5,2,-2,Com defasagem,6.166666666666667,9.855072463666666,9.585,5.63,7.5,7.663333333,7.508514492666666,Ametista,0.2511040243920601,926,12.24,60,41.0,Reduzida,Atenção atual,False,False,Elegível
RA-516,3,3,1,Sem defasagem,8.833333333333334,10.0,10.002,2.51,8.541666667,7.56,8.384033333366668,Topázio,0.24849067505174954,927,12.14,203,4.27,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1623,6,0,0,Sem defasagem,6.0,8.518518518666667,9.168,6.26,7.8125,7.666,7.7609537037333345,Ametista,0.24839438685059517,928,12.05,7,76.0,Alta,Risco oculto,True,True,Elegível
RA-1510,2,0,0,Sem defasagem,10.0,9.7727272725,10.002,7.51,9.583333333,9.003333333,9.4647454544,Topázio,0.2480634644922732,929,11.95,179,3.78,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1173,5,1,0,Sem defasagem,5.833333333333333,9.665831245,9.168,7.51,8.125,8.2,8.220132915666667,Topázio,0.2460851311679413,930,11.86,61,40.0,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-816,2,2,0,Sem defasagem,9.25,9.7727272725,7.002,7.51,9.166666667,8.786666667,8.929745454599999,Topázio,0.24527486749656868,931,11.76,180,3.24,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1561,4,0,-1,Com defasagem,9.0,9.174603174666666,9.585,5.0,8.0,7.734,7.940220634933333,Ametista,0.24457620292517684,932,11.67,90,22.61,Reduzida,Atenção atual,False,False,Elegível
RA-1572,4,0,-1,Com defasagem,7.5,9.841269841333334,9.168,7.51,7.65625,8.393333333,8.080345634866667,Topázio,0.24176692071007205,933,11.57,91,21.74,Reduzida,Atenção atual,False,False,Elegível
RA-1094,3,1,0,Sem defasagem,7.333333333333333,9.523809523666666,9.168,2.51,8.4375,8.1675,8.0164785714,Topázio,0.23932811679251847,934,11.48,204,3.79,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1571,4,0,-1,Com defasagem,5.666666666666667,9.111111111333337,8.334,5.005,7.5,8.545,7.2484555556,Ametista,0.23903733256343565,935,11.39,92,20.87,Reduzida,Atenção atual,False,False,Elegível
RA-417,4,2,0,Sem defasagem,8.833333333333334,8.401559454333333,8.334,7.51,8.4375,8.2925,8.533628557533333,Topázio,0.23815889027638742,936,11.29,93,20.0,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1615,5,0,0,Sem defasagem,8.333333333333334,9.833333333333334,7.917,7.51,7.5,7.4575,8.417533333333333,Topázio,0.23735693180396342,937,11.2,62,39.0,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1023,2,1,0,Sem defasagem,9.5,9.511904762,9.502,9.375,8.958333333,9.563333333,9.4985809523,Topázio,0.2360171288968716,938,11.1,181,2.7,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-421,4,3,1,Sem defasagem,6.666666666666667,9.540744978333334,8.751,7.51,9.0625,8.572,8.488232329,Topázio,0.23554064557731866,939,11.01,94,19.13,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-181,5,3,0,Sem defasagem,4.333333333333333,8.737373737333334,7.5,6.26,7.625,8.436,7.439841414133334,Ametista,0.23552829205332854,940,10.91,63,38.0,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-299,5,3,1,Sem defasagem,8.166666666666666,8.963768115999999,8.751,6.26,7.5,7.5,8.177186956533333,Topázio,0.2347372545169856,941,10.82,64,37.0,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1155,4,1,-1,Com defasagem,4.666666666666667,8.888888889,8.334,5.005,8.0,8.87,7.119011111133333,Ametista,0.234519314580777,942,10.72,95,18.26,Reduzida,Atenção atual,False,False,Elegível
RA-1059,2,1,0,Sem defasagem,7.5,10.0,8.002,6.26,9.0625,9.23,8.678450000000002,Topázio,0.23196071194353624,943,10.63,182,2.16,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-260,4,3,0,Sem defasagem,7.0,9.674603174666666,8.751,7.51,7.875,8.502,8.448920634933334,Topázio,0.22901657298479558,944,10.53,96,17.39,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1598,5,0,0,Sem defasagem,7.5,8.857142857,9.585,7.51,8.375,8.236,8.4656285714,Topázio,0.2280670359978207,945,10.44,65,36.0,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1096,3,1,1,Sem defasagem,8.5,9.866666666666667,9.168,8.755,9.0625,9.09,9.189883333333334,Topázio,0.2220287774837725,946,10.34,205,3.32,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1576,4,0,-1,Com defasagem,6.666666666666667,9.523809523666666,8.334,5.635,6.40625,8.44,7.463620238066666,Ametista,0.22082962223894942,947,10.25,97,16.52,Reduzida,Atenção atual,False,False,Elegível
RA-502,2,3,0,Sem defasagem,8.0,9.761904762,9.002,3.755,9.0625,8.84,8.5023309524,Topázio,0.21842074589200242,948,10.15,183,1.62,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-500,3,3,0,Sem defasagem,6.666666666666667,10.0,9.585,2.51,8.59375,8.3775,8.077708333333334,Topázio,0.21587288938101232,949,10.06,206,2.84,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1580,4,0,-1,Com defasagem,6.166666666666667,9.049953314666666,8.751,7.51,7.875,9.168,7.790523996266667,Ametista,0.21474899159464633,950,9.96,98,15.65,Reduzida,Atenção atual,False,False,Elegível
RA-78,7,3,-1,Com defasagem,7.5,8.028404344,8.751,8.755,8.4375,7.39,8.1780308688,Topázio,0.21395300674178125,951,9.87,12,70.27,Moderada,Atenção atual,False,False,Elegível
RA-183,4,2,0,Sem defasagem,7.5,9.249011857666666,7.917,6.26,8.25,8.372,8.266902371533334,Topázio,0.2103955652990149,952,9.77,99,14.78,Reduzida,Estável / menor prioridade,False,False,Elegível
