RA,FASE_NUM,TEMPO_PROGRAMA,IDA,IEG,IAA_MODELO,IPS,IPV,PROB_RISCO_2025,RANK_RISCO_2025,PERCENTIL_RISCO_2025,RANK_RISCO_FASE_2025,PERCENTIL_RISCO_FASE_2025,PRIORIDADE_2025,STATUS_MODELO,MOTIVO_NAO_ELEGIBILIDADE
RA-1362,0,0,8.5,6.875,10.002,5.635,6.915,0.8257534204370477,200,81.12,64,67.86,Alta,Elegível,
RA-770,0,2,5.0,9.022556391,10.002,7.51,7.5,0.825749963955904,201,81.02,65,67.35,Alta,Elegível,
RA-1357,0,0,6.75,7.5,8.002,7.51,7.335,0.824759084011208,202,80.93,66,66.84,Alta,Elegível,
RA-806,1,2,6.75,6.9047619045,8.502,7.51,6.875,0.8239800325264206,203,80.83,36,81.08,Alta,Elegível,
RA-286,5,2,3.1666666666666665,4.031862745000001,6.666,6.26,5.7825,0.8232953756613198,204,80.74,1,100.0,Muito alta,Elegível,
RA-712,2,3,6.75,5.983436853,7.502,5.625,6.04,0.8215194518706567,205,80.65,42,77.84,Alta,Elegível,
RA-454,4,3,3.6666666666666665,6.633138401666667,9.585,6.255,5.833333333,0.820843386763654,206,80.55,5,96.52,Muito alta,Elegível,
RA-1099,3,1,3.8333333333333335,8.133333333333333,8.334,10.0,6.6225,0.820405953862093,207,80.46,57,73.46,Alta,Elegível,
RA-1087,3,1,2.6666666666666665,8.393265993333333,7.917,8.755,6.58,0.8200315349434925,208,80.36,58,72.99,Alta,Elegível,
RA-1372,0,0,4.75,10.0,9.502,8.13,7.5,0.8197809309408455,209,80.27,67,66.33,Alta,Elegível,
RA-760,3,3,5.0,7.090909091,9.168,7.51,6.158,0.8192941318122461,210,80.17,59,72.51,Alta,Elegível,
RA-1141,3,1,4.166666666666667,6.191537667666666,9.585,7.51,6.7825,0.8187479373814676,211,80.08,60,72.04,Alta,Elegível,
RA-603,3,2,4.666666666666667,7.155555555666666,9.585,6.885,6.216666667,0.8181208589686417,212,79.98,61,71.56,Alta,Elegível,
RA-1388,0,0,5.0,8.214285713999999,9.002,6.88,7.67,0.8178486295059294,213,79.89,68,65.82,Alta,Elegível,
RA-1319,0,0,8.5,5.7516339865,8.502,7.51,7.5,0.8178346498870401,214,79.79,69,65.31,Alta,Elegível,
RA-493,3,3,3.1666666666666665,8.933333333333334,10.002,10.0,6.705,0.8177323915189034,215,79.7,62,71.09,Alta,Elegível,
RA-388,4,3,4.333333333333333,6.349206349,7.5,7.51,5.764,0.8176100672012496,216,79.6,6,95.65,Muito alta,Elegível,
RA-1450,1,0,3.5,8.571428571,9.502,7.51,7.5425,0.8175053558628769,217,79.51,37,80.54,Alta,Elegível,
RA-262,4,3,4.166666666666667,4.854560643666667,7.917,7.51,6.296,0.8165511286300329,218,79.41,7,94.78,Muito alta,Elegível,
RA-1416,1,0,7.75,8.2765151515,8.502,7.51,6.386666667,0.8163287225544072,219,79.32,38,80.0,Alta,Elegível,
RA-1542,3,0,3.1666666666666665,6.304873294333333,7.501,8.135,6.966,0.8159647961342722,220,79.22,63,70.62,Alta,Elegível,
RA-1008,0,1,7.0,6.483957219,7.002,7.51,7.5,0.8150632995318442,221,79.13,70,64.8,Alta,Elegível,
RA-1374,0,0,5.25,9.347826087,9.502,7.51,7.5,0.8136607525744224,222,79.03,71,64.29,Alta,Elegível,
RA-548,3,3,6.666666666666667,7.600427350666667,9.168,7.51,5.626,0.813643255234972,223,78.94,64,70.14,Alta,Elegível,
RA-709,1,2,6.0,7.994071146,7.418,7.51,6.773333333,0.8110195155273366,224,78.84,39,79.46,Alta,Elegível,
RA-115,5,3,4.166666666666667,4.164756812,7.917,6.26,5.726,0.8091889861008474,225,78.75,2,99.0,Muito alta,Elegível,
RA-969,0,1,7.25,7.863636363499999,9.002,7.51,7.335,0.8089511681360162,226,78.65,72,63.78,Alta,Elegível,
RA-258,3,3,2.5,6.944444444333333,7.084,7.51,6.732,0.8089097344707903,227,78.56,65,69.67,Alta,Elegível,
RA-1043,1,1,8.25,7.994071146,10.002,7.51,6.553333333,0.8076495432513405,228,78.46,40,78.92,Alta,Elegível,
RA-408,3,2,4.833333333333333,4.981481481666667,7.5,7.51,6.776666667,0.8076296421892704,229,78.37,66,69.19,Alta,Elegível,
RA-434,3,2,5.5,5.061904762,7.084,7.51,6.55,0.8053298653376302,230,78.27,67,68.72,Alta,Elegível,
RA-472,2,2,6.25,7.48447205,7.502,7.51,6.333333333,0.8032402491629055,231,78.18,43,77.3,Alta,Elegível,
RA-1181,5,1,3.8333333333333335,5.036075036,9.168,6.26,5.862,0.8032097454009621,232,78.08,3,98.0,Muito alta,Elegível,
RA-1009,0,1,7.5,6.8863636365000005,8.002,2.51,6.553333333,0.8022887085301321,233,77.99,73,63.27,Alta,Elegível,
RA-912,0,1,7.25,9.4736842105,9.002,7.51,6.943333333,0.8020608497541668,234,77.89,74,62.76,Alta,Elegível,
RA-547,3,3,6.833333333333333,7.030620028333334,8.751,8.135,5.932,0.8019410016824787,235,77.8,68,68.25,Alta,Elegível,
RA-1292,0,0,8.25,4.7727272725,7.502,7.51,7.893333333,0.801799365089441,236,77.7,75,62.24,Alta,Elegível,
RA-1513,2,0,3.75,7.5252525255,8.502,7.51,7.223333333,0.8005292695137869,237,77.61,44,76.76,Alta,Elegível,
RA-794,1,2,3.0,6.9047619045,9.502,7.51,8.255,0.7985176543530822,238,77.51,41,78.38,Alta,Elegível,
RA-921,0,1,6.0,8.6631016045,8.502,7.51,7.5,0.7970349333574428,239,77.42,76,61.73,Alta,Elegível,
RA-389,3,3,5.166666666666667,6.674358974333333,9.585,8.76,6.745,0.7968065468526002,240,77.32,69,67.77,Alta,Elegível,
RA-991,1,1,6.5,8.181818182,9.002,6.26,6.723333333,0.7966154569696958,241,77.23,42,77.84,Alta,Elegível,
RA-871,1,1,7.25,9.328063241,8.502,4.38,5.783333333,0.7964243524192158,242,77.13,43,77.3,Alta,Elegível,
RA-977,0,1,7.0,7.291666666499999,10.002,6.26,7.58,0.7954188950342936,243,77.04,77,61.22,Alta,Elegível,
RA-1014,0,1,5.25,7.8863636365,8.502,2.51,7.0,0.7947902716747549,244,76.94,78,60.71,Alta,Elegível,
RA-1422,1,0,4.75,7.5,9.502,7.51,7.7475,0.7943371110583024,245,76.85,44,76.76,Alta,Elegível,
RA-1421,1,0,7.5,6.777777778,9.002,7.51,7.163333333,0.7940777880648247,246,76.76,45,76.22,Alta,Elegível,
RA-1486,2,0,5.75,5.431372549,8.002,6.26,7.056666667,0.7940130781613334,247,76.66,45,76.22,Alta,Elegível,
RA-1498,2,0,7.0,7.840909091,8.502,7.51,6.33,0.7937822958567564,248,76.57,46,75.68,Alta,Elegível,
RA-1054,2,1,6.25,7.3291925465,9.502,7.51,6.75,0.7936454230661848,249,76.47,47,75.14,Alta,Elegível,
RA-639,3,3,3.8333333333333335,5.278195488666667,7.917,2.51,6.1625,0.792949672364628,250,76.38,70,67.3,Alta,Elegível,
RA-1478,2,0,4.25,6.666666667,8.002,6.255,7.1225,0.7919852661264086,251,76.28,48,74.59,Alta,Elegível,
RA-1516,3,0,4.666666666666667,5.404288499000001,9.585,9.38,7.5475,0.7912330460720814,252,76.19,71,66.82,Alta,Elegível,
RA-763,1,3,5.25,8.8636363635,9.002,6.26,6.825,0.7911148325400414,253,76.09,46,75.68,Alta,Elegível,
RA-444,3,3,3.6666666666666665,6.377276524666667,8.334,2.51,5.96,0.7909873770353885,254,76.0,72,66.35,Alta,Elegível,
RA-1473,2,0,5.25,8.4368530025,9.502,5.625,6.415,0.7909492101369638,255,75.9,49,74.05,Alta,Elegível,
RA-1365,0,0,6.5,9.7916666665,9.002,6.26,6.99,0.7887482630452459,256,75.81,79,60.2,Alta,Elegível,
RA-414,3,3,6.0,8.429629629666666,7.917,7.51,5.67,0.7883270061908024,257,75.71,73,65.88,Alta,Elegível,
RA-633,3,3,3.333333333333333,4.707017544,4.584,2.51,6.1175,0.7879308543100141,258,75.62,74,65.4,Alta,Elegível,
RA-649,3,3,3.6666666666666665,6.004481792666667,8.751,8.76,7.333333333,0.7869997240015357,259,75.52,75,64.93,Alta,Elegível,
RA-669,3,2,5.333333333333333,4.851851851666666,7.5,7.51,6.883333333,0.7866917536046288,260,75.43,76,64.45,Alta,Elegível,
RA-1373,0,0,6.75,8.8804347825,9.502,7.51,7.5,0.7864450981218398,261,75.33,80,59.69,Alta,Elegível,
RA-352,4,3,3.1666666666666665,4.453748006333333,8.334,6.26,6.7925,0.7859333337787583,262,75.24,8,93.91,Muito alta,Elegível,
RA-1547,3,0,6.666666666666667,6.467236467333334,7.917,8.13,6.335,0.7851580691009389,263,75.14,77,63.98,Alta,Elegível,
RA-878,1,1,6.75,6.1363636360000005,9.002,4.38,6.996666667,0.7850136899340293,264,75.05,47,75.14,Alta,Elegível,
RA-1504,2,0,6.75,4.6136363635,7.5,5.63,6.94,0.7840085021006246,265,74.95,50,73.51,Moderada,Elegível,
RA-1461,2,0,2.75,9.273809524,10.002,7.51,7.33,0.7832583600536525,266,74.86,51,72.97,Moderada,Elegível,
RA-304,3,3,7.166666666666667,7.826890756333333,10.002,7.51,5.825,0.7828886365829418,267,74.76,78,63.51,Moderada,Elegível,
RA-1168,3,1,5.666666666666667,7.682352941333334,9.585,7.51,6.33,0.7805421528172283,268,74.67,79,63.03,Moderada,Elegível,
RA-1378,0,0,6.75,9.2857142855,9.002,8.13,7.5,0.780244320286648,269,74.57,81,59.18,Moderada,Elegível,
RA-951,0,1,4.0,9.0357142855,10.002,2.51,7.325,0.7793513809489998,270,74.48,82,58.67,Moderada,Elegível,
RA-1475,2,0,5.0,8.070175439,9.002,7.51,6.993333333,0.7792165883176895,271,74.38,52,72.43,Moderada,Elegível,
RA-1364,0,0,8.75,8.4166666665,8.002,7.51,6.99,0.7791746729681028,272,74.29,83,58.16,Moderada,Elegível,
RA-1118,3,1,3.8333333333333335,7.846439628666666,7.084,9.38,6.866,0.777007206394006,273,74.19,80,62.56,Moderada,Elegível,
RA-974,0,1,6.5,9.2826086955,9.502,7.51,7.5,0.7762864981906961,274,74.1,84,57.65,Moderada,Elegível,
RA-1481,2,0,4.75,8.782608695499999,8.502,7.51,6.8275,0.7759489998803584,275,74.0,53,71.89,Moderada,Elegível,
RA-571,2,3,5.25,8.695652174,7.002,4.375,5.8325,0.7741577110479625,276,73.91,54,71.35,Moderada,Elegível,
RA-1519,3,0,4.833333333333333,5.560902255666666,9.585,8.755,7.5025,0.7736111528298786,277,73.81,81,62.09,Moderada,Elegível,
RA-1228,7,3,0.0,0.0,8.751,7.51,7.5,0.7723494930093556,278,73.72,1,100.0,Muito alta,Elegível,
RA-476,3,3,4.5,6.5964912280000005,7.917,7.51,6.745,0.7719563965834667,279,73.62,82,61.61,Moderada,Elegível,
RA-1316,0,0,7.75,8.20855615,9.002,7.51,7.5,0.7718056986743618,280,73.53,85,57.14,Moderada,Elegível,
RA-982,1,1,8.25,8.365800865499999,10.002,7.51,6.79,0.7713675927344121,281,73.43,48,74.59,Moderada,Elegível,
RA-867,0,1,8.5,7.409090909,9.002,7.51,7.5,0.7699264247721469,282,73.34,86,56.63,Moderada,Elegível,
RA-854,1,2,7.0,10.0,9.502,6.26,6.333333333,0.7695215246678853,283,73.24,49,74.05,Moderada,Elegível,
RA-382,4,3,3.0,6.324561403666666,9.168,5.63,6.43,0.7694314068972391,284,73.15,9,93.04,Muito alta,Elegível,
RA-807,1,2,7.0,7.857142856999999,9.002,7.51,7.125,0.76941363110351,285,73.06,50,73.51,Moderada,Elegível,
RA-1556,3,0,4.0,5.222222222333333,7.917,7.51,7.44,0.7682053641251677,286,72.96,83,61.14,Moderada,Elegível,
RA-1311,0,0,0.0,9.166666667,9.002,2.51,8.386666667,0.7679464677956999,287,72.87,87,56.12,Moderada,Elegível,
RA-822,1,2,6.75,4.6245059285,0.0,5.01,6.61,0.7674197156552289,288,72.77,51,72.97,Moderada,Elegível,
RA-909,0,1,8.25,8.1666666665,10.002,7.51,7.5,0.7661696076582777,289,72.68,88,55.61,Moderada,Elegível,
RA-1227,7,3,0.0,0.0,8.751,7.195,7.5,0.7656097453988046,290,72.58,2,97.3,Muito alta,Elegível,
RA-1459,2,0,3.75,8.2976190475,8.002,7.51,7.273333333,0.7648623249459915,291,72.49,55,70.81,Moderada,Elegível,
RA-1139,3,1,4.666666666666667,6.152715121333333,8.334,7.51,7.04,0.763560362295148,292,72.39,84,60.66,Moderada,Elegível,
RA-1327,0,0,7.5,9.3333333335,9.002,7.51,7.325,0.7626962148337878,293,72.3,89,55.1,Moderada,Elegível,
RA-1545,3,0,8.166666666666666,6.210826211,7.501,8.13,6.165,0.7621588608049262,294,72.2,85,60.19,Moderada,Elegível,
RA-423,3,2,4.333333333333333,6.501135191,5.833,8.13,6.8275,0.7614456561163842,295,72.11,86,59.72,Moderada,Elegível,
RA-1340,0,0,10.0,8.392857143,9.502,7.51,7.0,0.7608982815217112,296,72.01,90,54.59,Moderada,Elegível,
RA-1400,1,0,7.25,6.6501976285,8.418,7.51,7.5,0.7608469564841561,297,71.92,52,72.43,Moderada,Elegível,
RA-1424,1,0,7.25,8.9444444445,9.002,7.51,6.915,0.7604833338875293,298,71.82,53,71.89,Moderada,Elegível,
RA-1449,1,0,6.75,8.3333333335,7.418,7.51,7.04,0.7602884497519408,299,71.73,54,71.35,Moderada,Elegível,
RA-433,3,2,4.833333333333333,8.380952381,7.918,8.13,6.415,0.7596748386353939,300,71.63,87,59.24,Moderada,Elegível,
RA-517,3,3,5.0,5.266499582333334,7.5,2.51,6.11,0.7592391222653566,301,71.54,88,58.77,Moderada,Elegível,
RA-577,2,2,8.0,5.7660455485,8.502,5.625,6.535,0.7578386043925891,302,71.44,56,70.27,Moderada,Elegível,
RA-1229,7,3,0.0,0.0,9.168,6.57,7.5,0.7575855052781638,303,71.35,3,94.59,Muito alta,Elegível,
RA-455,3,2,4.5,6.111111111,8.751,8.13,7.276666667,0.7566536187481101,304,71.25,89,58.29,Moderada,Elegível,
RA-704,1,2,6.5,8.646245059,7.502,5.635,6.616666667,0.7563520627764427,305,71.16,55,70.81,Moderada,Elegível,
RA-624,2,2,4.0,8.219461698,8.002,7.51,7.213333333,0.7562173094662801,306,71.06,57,69.73,Moderada,Elegível,
RA-534,3,3,5.0,6.043441938333333,9.585,7.51,7.103333333,0.7560030082852289,307,70.97,90,57.82,Moderada,Elegível,
RA-680,2,3,3.0,6.6428571430000005,0.0,5.635,6.606666667,0.755114098039771,308,70.87,58,69.19,Moderada,Elegível,
RA-1107,3,1,2.5,6.2,8.751,2.51,6.785,0.7548013853823651,309,70.78,91,57.35,Moderada,Elegível,
RA-1230,7,3,0.0,0.0,7.917,7.195,7.5,0.754271122406457,310,70.68,4,91.89,Muito alta,Elegível,
RA-556,3,3,3.8333333333333335,6.171428571333333,7.083,2.51,6.1625,0.7535537472462771,311,70.59,92,56.87,Moderada,Elegível,
RA-964,1,1,7.25,8.333333332999999,9.502,7.51,7.1675,0.752943536736868,312,70.49,56,70.27,Moderada,Elegível,
RA-1387,0,0,8.0,8.759398496,9.502,7.51,7.5,0.7526305812842503,313,70.4,91,54.08,Moderada,Elegível,
RA-153,7,3,0.0,0.0,8.751,6.5675,7.5,0.7517757008612754,314,70.3,5,89.19,Alta,Elegível,
RA-246,7,2,0.0,0.0,8.334,6.57,7.5,0.7513868381743635,315,70.21,6,86.49,Alta,Elegível,
RA-270,7,3,0.0,0.0,9.168,6.2575,7.5,0.7506062037428494,316,70.11,7,83.78,Alta,Elegível,
RA-738,1,2,7.25,7.292490119,10.002,6.885,7.39,0.7494494507734653,317,70.02,57,69.73,Moderada,Elegível,
RA-790,2,2,6.75,6.811594203,7.502,7.51,6.883333333,0.7490352247008676,318,69.92,59,68.65,Moderada,Elegível,
RA-149,5,2,3.8333333333333335,4.104378593666667,9.585,6.26,6.626,0.7486864281924674,319,69.83,4,97.0,Muito alta,Elegível,
RA-1367,0,0,8.75,8.3804347825,10.002,7.51,7.5,0.748624912976607,320,69.73,92,53.57,Moderada,Elegível,
RA-1363,0,0,6.5,10.0,7.418,5.635,6.99,0.7476357400590272,321,69.64,93,53.06,Moderada,Elegível,
RA-1411,1,0,2.75,9.5,9.002,6.26,7.835,0.7471663290747245,322,69.54,58,69.19,Moderada,Elegível,
RA-1004,0,1,7.5,9.25,9.502,7.51,7.5,0.7464349245791911,323,69.45,94,52.55,Moderada,Elegível,
RA-929,0,1,6.75,9.4736842105,9.002,7.51,7.58,0.7461911093070571,324,69.35,95,52.04,Moderada,Elegível,
RA-787,0,2,7.25,9.75,9.002,7.51,7.325,0.745869674966129,325,69.26,96,51.53,Moderada,Elegível,
RA-604,3,3,7.0,7.502992776333333,8.334,8.13,6.21,0.7455277669577526,326,69.17,93,56.4,Moderada,Elegível,
RA-1077,3,1,2.0,7.703703703666666,0.0,6.885,6.37,0.7454691399480463,327,69.07,94,55.92,Moderada,Elegível,
RA-1200,5,1,1.5,7.099419478000001,7.917,6.26,6.27,0.745393898250741,328,68.98,5,96.0,Muito alta,Elegível,
RA-1500,2,0,3.5,8.3333333335,9.502,6.885,7.556666667,0.7448707703085259,329,68.88,60,68.11,Moderada,Elegível,
RA-842,1,2,7.5,7.549407115,8.502,6.26,6.996666667,0.7445899991470697,330,68.79,59,68.65,Moderada,Elegível,
RA-874,1,1,7.75,4.696969697,9.502,6.26,7.915,0.7437176235656828,331,68.69,60,68.11,Moderada,Elegível,
RA-667,3,3,4.666666666666667,7.038986354666666,9.168,7.51,6.966,0.7431777774340952,332,68.6,95,55.45,Moderada,Elegível,
RA-1577,4,0,4.333333333333333,4.993386243333333,10.002,7.51,7.273333333,0.742236224526287,333,68.5,10,92.17,Muito alta,Elegível,
RA-1613,5,0,3.0,7.1428571430000005,8.334,7.51,6.216666667,0.741732438314641,334,68.41,6,95.0,Muito alta,Elegível,
RA-470,4,3,3.333333333333333,8.011695906666667,9.585,7.51,6.4975,0.7417212850192422,335,68.31,11,91.3,Muito alta,Elegível,
RA-490,3,2,6.166666666666667,5.5110047846666665,9.168,8.755,7.295,0.7416484499367212,336,68.22,96,54.98,Moderada,Elegível,
RA-978,0,1,6.5,9.5,9.502,6.26,7.5,0.7415293725243745,337,68.12,97,51.02,Moderada,Elegível,
RA-464,3,2,4.333333333333333,7.851461988333334,9.168,8.76,7.1175,0.7414940097280052,338,68.03,97,54.5,Moderada,Elegível,
RA-966,0,1,9.0,8.568181818,9.502,7.51,7.335,0.7414838467239472,339,67.93,98,50.51,Moderada,Elegível,
RA-530,3,3,4.5,6.468838763666667,8.751,9.38,7.496666667,0.7409101207648143,340,67.84,98,54.03,Moderada,Elegível,
RA-1417,1,0,9.0,9.337121212,9.002,7.51,6.5,0.7407977091189265,341,67.74,61,67.57,Moderada,Elegível,
RA-1407,1,0,5.75,9.318181818,10.002,7.51,7.5,0.739662814937292,342,67.65,62,67.03,Moderada,Elegível,
RA-1408,1,0,6.75,8.409090909,10.002,7.51,7.5,0.7387867813673409,343,67.55,63,66.49,Moderada,Elegível,
RA-713,2,3,6.75,7.525879916999999,8.002,7.51,6.79,0.7371558761279116,344,67.46,61,67.57,Moderada,Elegível,
RA-769,1,2,6.0,5.9523809525,10.002,7.51,8.33,0.7367241713464546,345,67.36,64,65.95,Moderada,Elegível,
RA-768,1,3,5.5,7.9841897235,9.002,6.26,7.495,0.735406073361312,346,67.27,65,65.41,Moderada,Elegível,
RA-1448,1,0,6.0,9.5346320345,9.002,7.51,7.29,0.7352668858926829,347,67.17,66,64.86,Moderada,Elegível,
RA-1386,0,0,7.25,9.761904762,9.002,7.51,7.5,0.735034887489708,348,67.08,99,50.0,Moderada,Elegível,
RA-376,3,3,2.833333333333333,8.287284610666667,10.002,2.51,6.325,0.7341824088194544,349,66.98,99,53.55,Moderada,Elegível,
RA-1514,2,0,5.5,7.979797980000001,9.002,7.51,7.273333333,0.7337668467770444,350,66.89,62,67.03,Moderada,Elegível,
RA-975,0,1,8.0,7.708333333500001,8.502,5.01,7.33,0.7327342434394158,351,66.79,100,49.49,Moderada,Elegível,
RA-700,1,2,5.25,9.564393939,8.502,5.635,7.0,0.7326957763384159,352,66.7,67,64.32,Moderada,Elegível,
RA-979,0,1,8.25,9.5227272725,9.502,7.51,7.335,0.7324995842769028,353,66.6,101,48.98,Moderada,Elegível,
RA-1474,2,0,7.5,7.960662526,8.002,5.625,6.2875,0.7317685815506508,354,66.51,63,66.49,Moderada,Elegível,
RA-937,0,1,7.5,10.0,10.002,9.38,7.83,0.7300521449389802,355,66.41,102,48.47,Moderada,Elegível,
RA-944,0,1,9.0,7.25,9.002,7.51,7.75,0.7295375887105511,356,66.32,103,47.96,Moderada,Elegível,
RA-1480,2,0,5.5,8.875,8.502,7.51,6.9975,0.7289150864024995,357,66.22,64,65.95,Moderada,Elegível,
RA-618,3,3,4.166666666666667,8.324074074,10.002,6.88,6.826666667,0.7287763663618392,358,66.13,100,53.08,Moderada,Elegível,
RA-1370,0,0,9.0,8.722222222,10.002,7.51,7.5,0.7283614257419586,359,66.03,104,47.45,Moderada,Elegível,
RA-1607,5,0,0.0,6.222222222333333,5.833,5.635,6.762,0.7259539034089548,360,65.94,7,94.0,Muito alta,Elegível,
RA-880,0,1,6.5,8.445652174,9.502,2.51,7.22,0.725758135798913,361,65.84,105,46.94,Moderada,Elegível,
RA-1502,2,0,5.25,7.628205128,8.002,7.51,7.39,0.7254454867307039,362,65.75,65,65.41,Moderada,Elegível,
RA-528,3,3,6.666666666666667,5.793483709333334,9.168,7.51,6.936666667,0.7246565350483768,363,65.65,101,52.61,Moderada,Elegível,
RA-1172,5,1,3.333333333333333,6.0634920633333325,7.5,6.26,6.196,0.7244994418568034,364,65.56,8,93.0,Muito alta,Elegível,
RA-1418,1,0,8.25,9.128787879,8.502,7.51,6.833333333,0.7243402659556868,365,65.46,68,63.78,Moderada,Elegível,
RA-684,1,2,4.25,9.090909091,10.002,7.51,8.0,0.7241302190023864,366,65.37,69,63.24,Moderada,Elegível,
RA-570,2,3,6.75,8.0020703935,8.002,5.625,6.4075,0.7233721275429216,367,65.28,66,64.86,Moderada,Elegível,
RA-698,2,3,4.5,8.3214285715,9.002,6.88,7.273333333,0.7231077491314186,368,65.18,67,64.32,Moderada,Elegível,
RA-1455,2,0,3.5,7.777777778,8.002,7.51,7.833333333,0.7230897805170011,369,65.09,68,63.78,Moderada,Elegível,
RA-1320,0,0,8.25,9.1666666665,9.002,7.51,7.5,0.7228233333165481,370,64.99,106,46.43,Moderada,Elegível,
RA-980,1,1,6.25,9.058441558,9.002,7.51,7.4175,0.7222766392502638,371,64.9,70,62.7,Moderada,Elegível,
RA-1312,0,0,6.5,8.333333333,10.002,7.51,8.336666667,0.7210632620966093,372,64.8,107,45.92,Moderada,Elegível,
RA-623,3,2,4.0,7.399999999999999,8.334,6.885,7.05,0.7207082778791304,373,64.71,102,52.13,Moderada,Elegível,
RA-1003,0,1,8.25,8.6944444445,8.002,7.51,7.5,0.7193903488769581,374,64.61,108,45.41,Moderada,Elegível,
RA-1382,0,0,7.5,9.761904762,8.502,7.51,7.5,0.7191901599908523,375,64.52,109,44.9,Moderada,Elegível,
RA-710,2,3,6.75,8.170995671,9.168,5.625,6.5375,0.7179729112869522,376,64.42,69,63.24,Moderada,Elegível,
RA-1451,1,0,6.0,8.8095238095,10.002,7.51,7.7525,0.7177626857542333,377,64.33,71,62.16,Moderada,Elegível,
RA-830,1,2,6.75,7.619047619,9.002,5.63,7.335,0.7172141917941609,378,64.23,72,61.62,Moderada,Elegível,
RA-1317,0,0,10.0,7.0721925135,7.502,7.51,7.5,0.7172041756071498,379,64.14,110,44.39,Moderada,Elegível,
RA-663,2,2,6.5,7.0910973085,8.502,5.625,6.89,0.7167347376006968,380,64.04,70,62.7,Moderada,Elegível,
RA-1277,0,0,8.0,9.0833333335,10.002,3.76,7.046666667,0.7167290825812305,381,63.95,111,43.88,Moderada,Elegível,
RA-1076,3,3,6.333333333333333,7.777033492666668,8.334,8.125,6.5425,0.7162340079652251,382,63.85,103,51.66,Moderada,Elegível,
RA-939,1,1,5.0,8.8833992095,9.002,5.63,7.495,0.7160351111310457,383,63.76,73,61.08,Moderada,Elegível,
RA-1313,0,0,6.25,8.125,9.502,7.51,8.446666667,0.7156405627946736,384,63.66,112,43.37,Moderada,Elegível,
RA-1606,5,0,2.5,5.148148148,8.334,7.51,7.132,0.715124298390928,385,63.57,9,92.0,Muito alta,Elegível,
RA-876,1,1,3.75,9.0476190475,8.502,7.51,8.09,0.7145624693940003,386,63.47,74,60.54,Moderada,Elegível,
RA-1137,3,1,3.5,7.588638262333333,8.334,8.13,7.4575,0.714540007929617,387,63.38,104,51.18,Moderada,Elegível,
RA-927,1,1,6.5,9.318181818,8.002,7.51,7.22,0.7144726129372355,388,63.28,75,60.0,Moderada,Elegível,
RA-1369,0,0,8.0,8.6304347825,8.502,6.26,7.5,0.7132313718368858,389,63.19,113,42.86,Moderada,Elegível,
RA-658,3,2,3.6666666666666665,10.0,8.751,8.135,6.738,0.7132053734191196,390,63.09,105,50.71,Moderada,Elegível,
RA-1471,2,0,7.5,7.195652174,10.002,7.51,7.2425,0.7130530361821921,391,63.0,71,62.16,Moderada,Elegível,
RA-1352,0,0,8.5,9.5,10.002,8.13,7.665,0.7107579697925537,392,62.9,114,42.35,Moderada,Elegível,
RA-368,3,3,7.0,6.166666666666667,7.917,7.51,6.7025,0.7107189172688941,393,62.81,106,50.24,Moderada,Elegível,
RA-994,0,1,8.25,9.5326086955,9.002,6.88,7.33,0.7100401544967605,394,62.71,115,41.84,Moderada,Elegível,
RA-1294,0,0,7.75,10.0,9.502,7.51,7.553333333,0.7099049382774765,395,62.62,116,41.33,Moderada,Elegível,
RA-805,1,3,6.0,9.523809524,8.502,4.38,6.7075,0.7098426299010185,396,62.52,76,59.46,Moderada,Elegível,
RA-707,2,3,6.5,7.7236842105,7.917,4.375,6.415,0.709503369611931,397,62.43,72,61.62,Moderada,Elegível,
RA-950,0,1,7.0,9.023809524,9.502,7.51,8.0,0.7083312294431839,398,62.33,117,40.82,Moderada,Elegível,
RA-907,0,1,8.75,8.9444444445,9.002,7.51,7.5,0.7078884276960206,399,62.24,118,40.31,Moderada,Elegível,
RA-796,2,2,5.25,8.2212885155,8.502,7.51,7.326666667,0.7075854406148527,400,62.14,73,61.08,Moderada,Elegível,
RA-664,2,2,5.75,6.7734553775,9.002,7.51,7.666666667,0.7074604651504407,401,62.05,74,60.54,Moderada,Elegível,
RA-1276,0,0,8.0,9.3333333335,10.002,3.76,7.05,0.7069368677606064,402,61.95,119,39.8,Moderada,Elegível,
RA-1017,2,1,5.0,7.8095238095,9.502,6.26,7.443333333,0.7067582446101413,403,61.86,75,60.0,Moderada,Elegível,
RA-1443,1,0,6.75,7.5,6.918,6.26,7.415,0.7066835889345635,404,61.76,77,58.92,Moderada,Elegível,
RA-938,0,1,7.75,9.5445134575,9.502,7.51,7.665,0.7064321002595684,405,61.67,120,39.29,Moderada,Elegível,
RA-597,2,2,6.0,9.3271221535,9.002,7.51,6.883333333,0.7055991378017692,406,61.57,76,59.46,Moderada,Elegível,
RA-398,3,2,8.0,5.733333333333333,7.083,7.51,6.553333333,0.7045777413713241,407,61.48,107,49.76,Moderada,Elegível,
RA-267,5,3,2.0,8.285533910333333,10.002,6.26,6.273333333,0.7044236585990868,408,61.39,10,91.0,Muito alta,Elegível,
RA-1569,4,0,2.1666666666666665,7.111111111333334,6.666,6.26,6.9175,0.7043684654648922,409,61.29,12,90.43,Muito alta,Elegível,
RA-508,3,2,4.666666666666667,5.567251461999999,7.083,7.51,7.5,0.7034578286003232,410,61.2,108,49.29,Moderada,Elegível,
