RA,FASE_NUM,TEMPO_PROGRAMA,IDA,IEG,IAA_MODELO,IPS,IPV,PROB_RISCO_2025,RANK_RISCO_2025,PERCENTIL_RISCO_2025,RANK_RISCO_FASE_2025,PERCENTIL_RISCO_FASE_2025,PRIORIDADE_2025,STATUS_MODELO,MOTIVO_NAO_ELEGIBILIDADE
RA-1314,0,0,9.0,8.541666667,7.418,7.51,7.443333333,0.7032474874140062,411,61.1,121,38.78,Moderada,Elegível,
RA-1383,0,0,8.5,9.2606516295,8.502,7.51,7.5,0.7029717660702569,412,61.01,122,38.27,Moderada,Elegível,
RA-946,0,1,4.5,8.7976190475,9.502,2.51,7.835,0.7021601522129594,413,60.91,123,37.76,Moderada,Elegível,
RA-1447,1,0,5.25,9.7368421055,9.502,7.51,7.75,0.7018937438233498,414,60.82,78,58.38,Moderada,Elegível,
RA-1591,4,0,3.5,6.430976431,7.083,7.51,7.064,0.7012527503470218,415,60.72,13,89.57,Alta,Elegível,
RA-466,3,2,4.0,7.223245614,8.751,8.76,7.665,0.6995025233138853,416,60.63,109,48.82,Moderada,Elegível,
RA-1375,0,0,8.25,10.0,9.502,7.51,7.5,0.6992495897003564,417,60.53,124,37.24,Moderada,Elegível,
RA-1485,2,0,5.0,7.7432712215,9.002,5.625,7.386666667,0.69906835776692,418,60.44,77,58.92,Moderada,Elegível,
RA-401,3,3,4.833333333333333,6.839473684333334,6.666,6.885,6.915,0.6987414299743886,419,60.34,110,48.34,Moderada,Elegível,
RA-1491,2,0,6.5,6.25,9.002,7.51,7.78,0.6975999159566612,420,60.25,78,58.38,Moderada,Elegível,
RA-1140,2,1,7.0,6.112440191499999,6.834,7.51,7.39,0.6972462289739999,421,60.15,79,57.84,Moderada,Elegível,
RA-930,0,1,8.0,9.7368421055,8.502,7.51,7.5,0.6965906899144702,422,60.06,125,36.73,Moderada,Elegível,
RA-1351,0,0,8.75,9.230769231,9.002,8.13,7.665,0.6965775207470333,423,59.96,126,36.22,Moderada,Elegível,
RA-1409,1,0,7.25,9.0909090905,10.002,7.51,7.5,0.6963674206786407,424,59.87,79,57.84,Moderada,Elegível,
RA-986,1,1,8.5,9.2965367965,10.002,6.26,6.8325,0.6955002739147531,425,59.77,80,57.3,Moderada,Elegível,
RA-652,2,2,5.5,6.931818182000001,8.002,7.51,7.663333333,0.6951658075805076,426,59.68,80,57.3,Moderada,Elegível,
RA-607,2,2,7.0,7.4782608695,8.502,7.51,7.165,0.6951125881042433,427,59.58,81,56.76,Moderada,Elegível,
RA-926,1,1,7.0,9.7727272725,9.002,7.51,7.22,0.6949992298363261,428,59.49,81,56.76,Moderada,Elegível,
RA-706,2,3,3.25,7.1428571430000005,0.0,6.26,7.0,0.693529658057412,429,59.39,82,56.22,Moderada,Elegível,
RA-1552,3,0,3.1666666666666665,9.743589743666666,9.585,7.51,7.165,0.6931644297409154,430,59.3,111,47.87,Moderada,Elegível,
RA-1393,0,0,5.0,7.5,9.502,3.755,8.42,0.6931165538698584,431,59.2,127,35.71,Moderada,Elegível,
RA-1506,2,0,3.5,8.3874458875,8.002,7.51,7.886666667,0.6930860329095352,432,59.11,83,55.68,Moderada,Elegível,
RA-1457,2,0,2.75,8.0357142855,3.498,7.51,7.663333333,0.6928127947123243,433,59.01,84,55.14,Moderada,Elegível,
RA-236,4,2,4.5,7.890668700666666,9.168,6.26,6.362,0.6924653324874447,434,58.92,14,88.7,Alta,Elegível,
RA-662,3,2,4.166666666666667,7.610722610666666,7.917,7.51,7.234,0.6916785118550296,435,58.82,112,47.39,Moderada,Elegível,
RA-1089,3,1,6.833333333333333,7.039682539666667,9.168,8.13,6.995,0.6914192510645537,436,58.73,113,46.92,Moderada,Elegível,
RA-1394,1,0,5.75,8.6944444445,9.502,7.51,8.003333333,0.6899223801583794,437,58.63,82,56.22,Moderada,Elegível,
RA-591,2,3,7.5,7.913043478500001,7.418,6.255,6.54,0.6894464055445592,438,58.54,85,54.59,Moderada,Elegível,
RA-1436,1,0,8.0,8.674948240500001,7.418,7.51,7.17,0.689118526354324,439,58.44,83,55.68,Moderada,Elegível,
RA-573,3,3,5.0,9.5,9.168,8.755,6.8275,0.6889021923754182,440,58.35,114,46.45,Moderada,Elegível,
RA-1509,2,0,7.5,6.5151515155,8.502,7.51,7.446666667,0.6883493113495129,441,58.25,86,54.05,Moderada,Elegível,
RA-1520,3,0,3.75,9.060606060666666,8.334,8.75,7.3325,0.687713128349802,442,58.16,115,45.97,Moderada,Elegível,
RA-802,2,3,8.75,7.012987013,7.502,7.51,6.723333333,0.6876671211894981,443,58.06,87,53.51,Moderada,Elegível,
RA-920,0,1,8.25,7.6710526315,9.502,7.51,8.226666667,0.6849337702960883,444,57.97,128,35.2,Moderada,Elegível,
RA-903,1,1,5.0,9.7727272725,10.002,7.505,7.946666667,0.6845870051470009,445,57.87,84,55.14,Moderada,Elegível,
RA-1415,1,0,6.75,9.7727272725,8.002,6.26,7.056666667,0.6843793294754181,446,57.78,85,54.59,Moderada,Elegível,
RA-1332,0,0,8.25,9.411764706,8.502,7.51,7.665,0.6838005752256228,447,57.69,129,34.69,Moderada,Elegível,
RA-1117,3,1,5.666666666666667,8.314814814666667,8.751,7.51,6.833333333,0.6835787214181254,448,57.59,116,45.5,Moderada,Elegível,
RA-491,2,2,5.25,9.011904762,7.502,7.51,7.166666667,0.6828574806171562,449,57.5,88,52.97,Moderada,Elegível,
RA-910,1,1,7.5,8.674242424500001,8.502,7.51,7.443333333,0.6811625547487383,450,57.4,86,54.05,Moderada,Elegível,
RA-1490,2,0,7.75,9.5652173915,8.502,6.26,6.333333333,0.6797804500067304,451,57.31,89,52.43,Moderada,Elegível,
RA-1529,3,0,5.5,7.435897436,6.666,7.51,6.964,0.6789601629461941,452,57.21,117,45.02,Moderada,Elegível,
RA-1544,3,0,5.833333333333333,8.674509804,8.334,6.885,6.598,0.6788856419512833,453,57.12,118,44.55,Moderada,Elegível,
RA-1595,4,0,2.333333333333333,7.949735449666666,8.334,6.26,7.021666667,0.6780142953496747,454,57.02,15,87.83,Alta,Elegível,
RA-729,0,2,6.0,8.4166666665,8.002,2.51,7.5,0.6780085221071182,455,56.93,130,34.18,Moderada,Elegível,
RA-1617,5,0,3.25,5.571428571333333,0.0,7.51,6.1175,0.6772542168145205,456,56.83,11,90.0,Muito alta,Elegível,
RA-360,3,3,5.833333333333333,5.618045113,8.334,5.0,6.993333333,0.6772326263396674,457,56.74,119,44.08,Moderada,Elegível,
RA-1063,2,1,7.75,9.75,5.25,7.51,6.11,0.677203842137638,458,56.64,90,51.89,Moderada,Elegível,
RA-306,5,3,2.833333333333333,7.699561403666666,7.917,7.51,6.4125,0.6769420898847125,459,56.55,12,89.0,Alta,Elegível,
RA-714,2,3,4.0,6.873706004,0.0,6.255,6.9975,0.6767687360873156,460,56.45,91,51.35,Moderada,Elegível,
RA-931,0,1,8.5,8.5833333335,7.918,2.51,6.83,0.6765385248803039,461,56.36,131,33.67,Moderada,Elegível,
RA-1380,0,0,8.0,8.784461152999999,9.502,4.385,7.5,0.6751837124215563,462,56.26,132,33.16,Moderada,Elegível,
RA-923,1,1,5.5,7.9545454545,8.002,7.51,8.17,0.6749307985298044,463,56.17,87,53.51,Moderada,Elegível,
RA-1322,0,0,7.5,9.0,9.502,7.51,8.165,0.6747827323966197,464,56.07,133,32.65,Moderada,Elegível,
RA-858,0,2,8.25,6.833333333500001,9.002,2.51,7.5,0.6736248620509165,465,55.98,134,32.14,Moderada,Elegível,
RA-1349,0,0,8.5,8.388888889,8.002,7.51,7.915,0.6723027093669822,466,55.88,135,31.63,Moderada,Elegível,
RA-749,0,2,8.75,9.7368421055,9.502,8.13,7.665,0.6722959884418573,467,55.79,136,31.12,Moderada,Elegível,
RA-1069,2,1,6.25,7.0760869565,9.002,7.51,7.75,0.672211958080214,468,55.69,92,50.81,Moderada,Elegível,
RA-1445,1,0,7.25,9.5,9.502,7.51,7.5,0.6721992614060558,469,55.6,88,52.97,Moderada,Elegível,
RA-1562,4,0,0.5,8.666666666666666,6.25,5.01,6.8725,0.6716206986849219,470,55.5,16,86.96,Alta,Elegível,
RA-1503,2,0,2.75,10.0,7.502,7.51,7.723333333,0.6715206928002445,471,55.41,93,50.27,Moderada,Elegível,
RA-1543,3,0,5.0,8.076923077,7.5,7.51,7.066,0.6713629381647034,472,55.31,120,43.6,Moderada,Elegível,
RA-1440,1,0,4.5,9.5445134575,9.002,7.51,8.17,0.6713098952685914,473,55.22,89,52.43,Moderada,Elegível,
RA-483,2,3,5.25,5.6428571430000005,8.502,6.26,8.056666667,0.6702543594190564,474,55.12,94,49.73,Moderada,Elegível,
RA-583,3,3,5.0,8.904455179666668,7.917,8.135,6.87,0.6700986575568606,475,55.03,121,43.13,Moderada,Elegível,
RA-743,1,2,7.0,9.2727272725,9.002,7.51,7.5,0.6698617287454355,476,54.93,90,51.89,Moderada,Elegível,
RA-1610,5,0,5.166666666666667,7.753697970666667,9.168,7.51,6.106666667,0.6696528350753749,477,54.84,13,88.0,Alta,Elegível,
RA-1381,0,0,9.5,10.0,9.502,8.13,7.5,0.6693799351653347,478,54.74,137,30.61,Moderada,Elegível,
RA-690,1,2,6.25,8.409090909,7.918,7.51,7.835,0.6678574297174998,479,54.65,91,51.35,Moderada,Elegível,
RA-581,2,3,8.75,8.198757764,7.418,5.625,6.165,0.6672235451537472,480,54.55,95,49.19,Moderada,Elegível,
RA-1611,5,0,4.5,8.361426442,7.083,7.51,5.886666667,0.6669095309184485,481,54.46,14,87.0,Alta,Elegível,
RA-868,0,1,7.0,9.75,8.002,3.76,7.213333333,0.6666368930356283,482,54.36,138,30.1,Moderada,Elegível,
RA-959,0,1,9.5,9.7368421055,10.002,7.51,7.5,0.6653641386473199,483,54.27,139,29.59,Moderada,Elegível,
RA-1291,0,0,8.25,9.5,9.502,7.51,7.89,0.6651288906753118,484,54.17,140,29.08,Moderada,Elegível,
RA-480,2,3,5.0,8.0714285715,6.25,7.51,7.443333333,0.66433661964832,485,54.08,96,48.65,Moderada,Elegível,
RA-904,0,1,6.0,8.75,9.502,7.51,8.67,0.6638230646155987,486,53.98,141,28.57,Moderada,Elegível,
RA-1410,1,0,6.25,8.1136363635,9.002,7.51,8.165,0.6637726318113721,487,53.89,92,50.81,Moderada,Elegível,
RA-499,2,3,4.75,9.0476190475,8.502,7.51,7.5,0.663489098444835,488,53.8,97,48.11,Moderada,Elegível,
RA-303,4,3,5.666666666666667,3.9520467836666655,8.751,7.51,7.535,0.6624411574822904,489,53.7,17,86.09,Alta,Elegível,
RA-789,1,2,5.25,9.047619048,9.002,7.51,8.085,0.6623491155574204,490,53.61,93,50.27,Moderada,Elegível,
RA-1350,0,0,8.5,10.0,8.502,8.755,7.83,0.6606262213752502,491,53.51,142,28.06,Moderada,Elegível,
RA-1535,3,0,5.833333333333333,5.103121516333333,8.751,7.51,7.9175,0.6604144783392565,492,53.42,122,42.65,Moderada,Elegível,
RA-629,2,2,6.0,9.523809524,10.002,7.51,7.276666667,0.6596880452965701,493,53.32,98,47.57,Moderada,Elegível,
RA-1335,0,0,8.75,9.75,9.002,7.51,7.665,0.6596281362033413,494,53.23,143,27.55,Moderada,Elegível,
RA-934,0,1,8.5,9.75,9.502,7.51,7.75,0.658946601168339,495,53.13,144,27.04,Moderada,Elegível,
RA-1396,1,0,6.5,10.0,9.502,7.51,7.67,0.6561794671624717,496,53.04,94,49.73,Moderada,Elegível,
RA-1305,0,0,4.75,8.710526316,8.502,2.51,8.053333333,0.6560662691751495,497,52.94,145,26.53,Moderada,Elegível,
RA-1531,3,0,5.833333333333333,7.972686733666666,8.751,7.505,7.14,0.6540315186178954,498,52.85,123,42.18,Moderada,Elegível,
RA-1464,2,0,6.25,7.794871795,8.002,7.51,7.61,0.6526037574419769,499,52.75,99,47.03,Moderada,Elegível,
RA-375,3,3,6.833333333333333,9.443589743666667,9.585,7.51,6.432,0.6516291988515082,500,52.66,124,41.71,Moderada,Elegível,
RA-645,2,2,5.25,8.3863636365,7.418,7.51,7.556666667,0.6516019784016155,501,52.56,100,46.49,Moderada,Elegível,
RA-1309,0,0,7.5,9.1666666665,9.002,7.51,8.223333333,0.6513589222375965,502,52.47,146,26.02,Moderada,Elegível,
RA-1501,2,0,5.0,10.0,9.502,7.51,7.5,0.6509305871225729,503,52.37,101,45.95,Moderada,Elegível,
RA-1376,0,0,9.75,9.6153846155,9.002,7.51,7.5,0.6504483818746964,504,52.28,147,25.51,Moderada,Elegível,
RA-777,2,2,4.5,8.7757437075,8.002,7.51,7.723333333,0.6502394349642072,505,52.18,102,45.41,Moderada,Elegível,
RA-1282,0,0,9.25,8.1136363635,9.502,6.26,7.89,0.6498128101865147,506,52.09,148,25.0,Moderada,Elegível,
RA-356,4,3,5.333333333333333,6.656346749333334,8.334,5.635,6.5375,0.6494921721415415,507,51.99,18,85.22,Alta,Elegível,
RA-1039,2,1,7.25,9.722222222,8.002,7.51,6.77,0.6491793493041594,508,51.9,103,44.86,Moderada,Elegível,
RA-1348,0,0,9.0,8.5913312695,7.502,7.51,7.83,0.6487190397044679,509,51.8,149,24.49,Moderada,Elegível,
RA-461,3,3,4.5,9.182446312,8.751,7.51,7.056666667,0.6481585071679669,510,51.71,125,41.23,Moderada,Elegível,
RA-1029,1,1,8.75,8.7954545455,9.002,6.885,7.25,0.6477738813427382,511,51.61,95,49.19,Moderada,Elegível,
RA-953,1,1,8.5,6.85770751,9.002,6.26,7.755,0.6475055440837126,512,51.52,96,48.65,Moderada,Elegível,
RA-945,0,1,8.75,9.511904762,9.002,2.51,6.83,0.6471816070257401,513,51.42,150,23.98,Moderada,Elegível,
RA-1528,3,0,5.666666666666667,7.787878788,9.168,7.51,7.335,0.647085606662893,514,51.33,126,40.76,Moderada,Elegível,
RA-469,3,2,5.0,9.498366013,9.168,7.51,6.94,0.6461789667291007,515,51.23,127,40.28,Moderada,Elegível,
RA-1084,3,1,3.6666666666666665,7.705263158,8.751,5.63,7.4575,0.6451576047538863,516,51.14,128,39.81,Moderada,Elegível,
RA-1499,2,0,6.5,9.25,8.418,6.885,7.11,0.6449694107462669,517,51.04,104,44.32,Moderada,Elegível,
RA-518,3,2,4.0,6.830075188,8.334,2.51,6.94,0.6445499044862047,518,50.95,129,39.34,Moderada,Elegível,
RA-1554,3,0,4.0,9.629629629666669,6.666,8.76,7.22,0.6437432483295261,519,50.85,130,38.86,Moderada,Elegível,
RA-1328,0,0,10.0,8.2083333335,8.502,7.51,7.83,0.6427712834674574,520,50.76,151,23.47,Moderada,Elegível,
RA-968,1,1,7.75,8.8095238095,9.002,7.51,7.6675,0.6424783524789228,521,50.66,97,48.11,Moderada,Elegível,
RA-590,2,3,4.0,8.457556936,8.002,6.26,7.723333333,0.6420107898424747,522,50.57,105,43.78,Moderada,Elegível,
RA-1156,4,1,2.0,7.821067821,7.5,7.51,7.5,0.6409720426770008,523,50.47,19,84.35,Alta,Elegível,
RA-1582,4,0,4.5,8.069444444333334,8.334,6.255,6.666666667,0.6409247801882784,524,50.38,20,83.48,Alta,Elegível,
RA-1413,1,0,7.25,8.593073593,9.002,7.51,7.92,0.6407233348501732,525,50.28,98,47.57,Moderada,Elegível,
RA-1462,2,0,6.5,10.0,8.502,7.51,7.053333333,0.6405685298417937,526,50.19,106,43.24,Moderada,Elegível,
RA-1134,3,1,6.0,8.914285714,8.751,7.51,6.883333333,0.6392694141783862,527,50.09,131,38.39,Moderada,Elegível,
RA-799,2,2,5.25,9.090909091,7.918,7.51,7.5,0.6389808231830785,528,50.0,107,42.7,Moderada,Elegível,
RA-1336,0,0,9.5,6.2008281575,9.502,2.51,7.75,0.6369697128142425,529,49.91,152,22.96,Reduzida,Elegível,
RA-935,0,1,8.5,10.0,9.502,7.51,7.83,0.6369078944461275,530,49.81,153,22.45,Reduzida,Elegível,
RA-746,2,2,8.0,7.4305555555,8.502,7.51,7.33,0.6358020616492814,531,49.72,108,42.16,Reduzida,Elegível,
RA-853,1,2,6.25,9.5833333335,8.502,6.26,7.553333333,0.6357260079918859,532,49.62,99,47.03,Reduzida,Elegível,
RA-1279,0,0,8.25,10.0,10.002,6.26,7.78,0.63456871880983,533,49.53,154,21.94,Reduzida,Elegível,
RA-1035,1,1,7.0,9.0227272725,9.502,7.51,7.92,0.6344336453767622,534,49.43,100,46.49,Reduzida,Elegível,
RA-535,3,3,6.0,7.161904762,9.168,8.135,7.5,0.6335835636347693,535,49.34,132,37.91,Reduzida,Elegível,
RA-1385,0,0,8.0,10.0,10.002,4.385,7.5,0.63348690309291,536,49.24,155,21.43,Reduzida,Elegível,
RA-445,3,2,4.0,8.715873016,7.917,7.51,7.3725,0.6333015943059855,537,49.15,133,37.44,Reduzida,Elegível,
RA-273,4,3,4.5,7.323153899,9.168,6.26,6.896,0.6331987658689305,538,49.05,21,82.61,Alta,Elegível,
RA-613,3,3,7.333333333333333,9.566666666666666,8.334,7.51,6.25,0.6321311077941207,539,48.96,134,36.97,Reduzida,Elegível,
RA-600,2,3,7.5,8.010869565,8.002,7.51,7.22,0.6319757186996086,540,48.86,109,41.62,Reduzida,Elegível,
RA-1297,0,0,9.25,9.761904762,9.502,2.51,6.833333333,0.6317399581220409,541,48.77,156,20.92,Reduzida,Elegível,
RA-1534,3,0,1.1666666666666667,9.666666666666666,7.917,8.135,8.0825,0.6307988772573045,542,48.67,135,36.49,Reduzida,Elegível,
RA-1072,3,1,8.166666666666666,5.627886710333333,8.751,8.755,7.545,0.6296165666031717,543,48.58,136,36.02,Reduzida,Elegível,
RA-1207,5,1,5.333333333333333,6.581140350999999,8.334,7.51,6.5375,0.6286745781190692,544,48.48,15,86.0,Alta,Elegível,
RA-1330,0,0,9.5,9.3333333335,10.002,7.51,7.915,0.6283038673145797,545,48.39,157,20.41,Reduzida,Elegível,
RA-1002,0,1,9.25,7.833333333500001,9.002,7.51,8.25,0.6281676600109011,546,48.29,158,19.9,Reduzida,Elegível,
RA-1324,0,0,8.5,10.0,10.002,7.51,8.0,0.6270345343426879,547,48.2,159,19.39,Reduzida,Elegível,
RA-1103,2,1,7.25,7.763975155000001,8.502,7.51,7.54,0.6268991412715557,548,48.1,110,41.08,Reduzida,Elegível,
RA-1559,4,0,4.666666666666667,5.2929755216666665,7.917,6.885,7.604,0.6235371922364414,549,48.01,22,81.74,Alta,Elegível,
RA-782,1,2,7.75,7.857142856999999,9.502,7.51,8.085,0.6229806554093137,550,47.91,101,45.95,Reduzida,Elegível,
RA-1025,1,1,9.0,7.727272727,9.002,7.51,7.783333333,0.6216860357565221,551,47.82,102,45.41,Reduzida,Elegível,
RA-1038,2,1,8.5,7.5438596495,8.002,7.51,7.273333333,0.6174825436789187,552,47.72,111,40.54,Reduzida,Elegível,
RA-227,3,2,6.5,8.097577276666668,9.585,9.38,7.54,0.6167823910044942,553,47.63,137,35.55,Reduzida,Elegível,
RA-987,1,1,7.5,9.0692640695,9.002,7.51,7.835,0.6164545311082816,554,47.53,103,44.86,Reduzida,Elegível,
RA-1090,3,1,6.333333333333333,7.621832358666666,9.585,7.51,7.4175,0.6160245080055249,555,47.44,138,35.07,Reduzida,Elegível,
RA-891,0,1,8.75,9.0454545455,10.002,6.26,8.003333333,0.6153121625438,556,47.34,160,18.88,Reduzida,Elegível,
RA-1512,2,0,5.5,10.0,9.502,7.51,7.61,0.6148561016496877,557,47.25,112,40.0,Reduzida,Elegível,
RA-1585,4,0,4.0,6.775210084333334,10.002,7.51,7.7925,0.6125918467380975,558,47.15,23,80.87,Alta,Elegível,
RA-1538,3,3,7.166666666666667,7.935185184999999,9.168,8.13,7.106666667,0.6125286872974331,559,47.06,139,34.6,Reduzida,Elegível,
RA-1040,2,1,8.25,8.5416666665,9.502,7.51,7.273333333,0.6109299727695222,560,46.96,113,39.46,Reduzida,Elegível,
RA-1368,0,0,9.5,10.0,7.002,7.51,7.5,0.6092994565653299,561,46.87,161,18.37,Reduzida,Elegível,
RA-814,2,2,7.5,9.090909091,7.418,7.51,7.053333333,0.6070904027123905,562,46.77,114,38.92,Reduzida,Elegível,
RA-527,2,2,6.0,10.0,9.002,7.51,7.383333333,0.6064602884140246,563,46.68,115,38.38,Reduzida,Elegível,
RA-1468,2,0,7.0,8.972431078,8.502,7.51,7.443333333,0.6062060988330605,564,46.58,116,37.84,Reduzida,Elegível,
RA-637,2,3,7.75,6.2272727275,7.502,7.51,7.776666667,0.6061726602377863,565,46.49,117,37.3,Reduzida,Elegível,
RA-1066,2,1,7.25,8.3954451345,9.502,6.26,7.386666667,0.6047948292253025,566,46.39,118,36.76,Reduzida,Elegível,
RA-1288,0,0,10.0,7.9813664595,9.002,2.51,7.273333333,0.6032142682079029,567,46.3,162,17.86,Reduzida,Elegível,
RA-778,2,3,7.0,8.1235697945,10.002,7.51,7.7475,0.6030056608093659,568,46.2,119,36.22,Reduzida,Elegível,
RA-696,2,3,5.25,7.845238095,7.418,7.51,8.0,0.6019004148745145,569,46.11,120,35.68,Reduzida,Elegível,
RA-1283,0,0,9.0,9.230769231,10.002,7.51,8.28,0.5977482376163432,570,46.02,163,17.35,Reduzida,Elegível,
RA-990,1,1,8.0,7.5,9.502,7.51,8.336666667,0.5969989198913067,571,45.92,104,44.32,Reduzida,Elegível,
RA-1058,1,1,7.75,8.095238095,9.168,6.88,8.085,0.5954874719514549,572,45.83,105,43.78,Reduzida,Elegível,
RA-599,3,2,7.666666666666667,8.607843137333333,10.002,9.375,7.28,0.5939414441874313,573,45.73,140,34.12,Reduzida,Elegível,
RA-1605,5,0,2.5,5.0694444443333335,0.0,7.51,7.028,0.5938530044295176,574,45.64,16,85.0,Alta,Elegível,
RA-1044,2,1,7.0,9.523809524,7.502,7.51,7.21,0.5929958066607877,575,45.54,121,35.14,Reduzida,Elegível,
RA-1429,1,0,7.75,8.888888889,9.502,7.51,8.085,0.5917877388347901,576,45.45,106,43.24,Reduzida,Elegível,
RA-884,0,1,8.75,8.818181818,10.002,6.26,8.223333333,0.5916670204289612,577,45.35,164,16.84,Reduzida,Elegível,
RA-1334,0,0,9.0,10.0,10.002,5.625,7.75,0.5906622239732722,578,45.26,165,16.33,Reduzida,Elegível,
RA-1600,5,0,5.666666666666667,8.425925926,8.751,6.26,6.03,0.5904938865348472,579,45.16,17,84.0,Alta,Elegível,
RA-1466,2,0,7.5,7.380952381,10.002,7.51,8.056666667,0.5883660547308142,580,45.07,122,34.59,Reduzida,Elegível,
RA-1465,2,0,5.75,8.75,7.418,7.51,7.833333333,0.5879460908188796,581,44.97,123,34.05,Reduzida,Elegível,
RA-954,1,1,7.75,8.8833992095,9.502,6.26,7.835,0.5872345804488417,582,44.88,107,42.7,Reduzida,Elegível,
RA-642,3,3,4.0,9.149206349333332,9.585,3.76,6.9975,0.5867269851213202,583,44.78,141,33.65,Reduzida,Elegível,
RA-1430,1,0,6.25,10.0,8.502,7.51,8.085,0.5865492824943602,584,44.69,108,42.16,Reduzida,Elegível,
RA-941,0,1,8.75,9.25,8.002,5.01,7.665,0.5862588103934064,585,44.59,166,15.82,Reduzida,Elegível,
RA-404,3,3,5.666666666666667,6.286274509666666,8.334,2.51,6.998,0.5853254407585912,586,44.5,142,33.18,Reduzida,Elegível,
RA-1453,2,3,6.5,7.8214285715,8.502,6.25,7.67,0.5852112027567549,587,44.4,124,33.51,Reduzida,Elegível,
RA-1608,5,0,5.0,7.199074074333335,8.751,7.51,6.83,0.585120354851745,588,44.31,18,83.0,Alta,Elegível,
RA-1306,0,0,9.75,10.0,9.002,8.135,7.946666667,0.5844944720105781,589,44.21,167,15.31,Reduzida,Elegível,
RA-984,1,1,7.0,9.761904762,9.502,7.51,8.045,0.5833876923329876,590,44.12,109,41.62,Reduzida,Elegível,
RA-363,3,2,5.333333333333333,9.523809524,9.585,5.625,6.955,0.5830511110556549,591,44.02,143,32.7,Reduzida,Elegível,
RA-1565,4,0,5.5,8.102240896333333,0.0,7.51,6.0375,0.5827848073519619,592,43.93,24,80.0,Alta,Elegível,
RA-336,4,3,5.833333333333333,5.512100409000001,7.5,6.26,7.196,0.5826199062537853,593,43.83,25,79.13,Alta,Elegível,
RA-1325,0,0,10.0,9.5227272725,9.002,7.51,7.915,0.581916787588161,594,43.74,168,14.8,Reduzida,Elegível,
RA-1067,1,1,6.75,8.333333332999999,10.002,7.51,8.59,0.5816746869848688,595,43.64,110,41.08,Reduzida,Elegível,
RA-1395,1,0,7.75,10.0,9.502,7.51,7.836666667,0.581029613816522,596,43.55,111,40.54,Reduzida,Elegível,
RA-873,1,1,6.75,10.0,8.002,6.88,7.77,0.5801903994366262,597,43.45,112,40.0,Reduzida,Elegível,
RA-896,1,1,6.5,9.7727272725,8.502,7.51,8.085,0.5792962545430058,598,43.36,113,39.46,Reduzida,Elegível,
RA-1402,1,0,7.25,9.5454545455,10.002,7.51,8.17,0.5792830815506699,599,43.26,114,38.92,Reduzida,Elegível,
RA-1281,0,0,9.25,9.5454545455,7.918,6.26,7.78,0.5766548246210699,600,43.17,169,14.29,Reduzida,Elegível,
RA-1021,1,1,8.0,9.318181818,9.502,7.51,7.95,0.5763546426456161,601,43.07,115,38.38,Reduzida,Elegível,
RA-886,0,1,8.75,10.0,9.502,8.13,8.28,0.5761659695972235,602,42.98,170,13.78,Reduzida,Elegível,
RA-1022,1,1,6.5,9.318181818,9.502,6.26,8.116666667,0.5760559962046407,603,42.88,116,37.84,Reduzida,Elegível,
RA-1522,3,0,7.0,10.0,8.751,9.38,7.1275,0.5749049443691182,604,42.79,144,32.23,Reduzida,Elegível,
RA-1036,2,1,7.0,9.0890269155,10.002,7.51,7.7475,0.5742570630960041,605,42.69,125,32.97,Reduzida,Elegível,
RA-1290,0,0,8.75,10.0,10.002,7.51,8.28,0.5740371194140583,606,42.6,171,13.27,Reduzida,Elegível,
RA-1122,3,1,5.333333333333333,9.861111111,8.751,7.51,7.22,0.5740365485648834,607,42.5,145,31.75,Reduzida,Elegível,
RA-840,1,2,8.0,9.337121212,9.502,7.51,7.946666667,0.5690066559656384,608,42.41,117,37.3,Reduzida,Elegível,
RA-985,1,1,7.5,10.0,8.502,6.26,7.585,0.5686429289967588,609,42.31,118,36.76,Reduzida,Elegível,
RA-1437,1,0,8.0,9.347826087,8.502,7.51,7.92,0.5684947517843041,610,42.22,119,36.22,Reduzida,Elegível,
RA-424,4,2,3.333333333333333,9.616228070333332,8.334,7.51,7.1625,0.5679574395496786,611,42.13,26,78.26,Alta,Elegível,
RA-1620,5,0,5.166666666666667,6.666666666666667,8.751,7.51,7.05,0.5676487882163354,612,42.03,19,82.0,Alta,Elegível,
RA-536,3,3,5.5,9.109090909,8.334,8.135,7.415,0.5669929372350971,613,41.94,146,31.28,Reduzida,Elegível,
RA-1454,2,1,7.75,5.880952381,8.002,7.51,8.28,0.5666272519581039,614,41.84,126,32.43,Reduzida,Elegível,
RA-1553,3,0,4.333333333333333,9.003921568666668,8.334,7.51,7.78,0.5660213915474571,615,41.75,147,30.81,Reduzida,Elegível,
RA-1592,4,0,5.5,6.854727398333334,7.917,7.51,7.432,0.5652725671008832,616,41.65,27,77.39,Alta,Elegível,
RA-1428,1,0,8.0,8.8562091505,8.502,7.51,8.085,0.5646816161255209,617,41.56,120,35.68,Reduzida,Elegível,
RA-521,2,2,6.25,9.0357142855,8.002,5.005,7.276666667,0.5640391524519713,618,41.46,127,31.89,Reduzida,Elegível,
RA-832,2,2,8.0,8.695652174,9.002,7.51,7.5,0.563458491300941,619,41.37,128,31.35,Reduzida,Elegível,
RA-1296,0,0,6.5,8.4444444445,9.002,2.51,8.336666667,0.5628419017060264,620,41.27,172,12.76,Reduzida,Elegível,
RA-1404,1,0,7.5,9.090909091,8.502,7.51,8.17,0.5617730460840938,621,41.18,121,35.14,Reduzida,Elegível,
